PDB	ChainID	Name	Title	Type	Function	label_asym_id	Residue_seq_id
6WQA	A	OLA	Oleic acid	Lipid	Cofactor	E, F, G, H, I, J, K, M, O, T, U, V, W, Y, Z	A:1204, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1212, A:1214, A:1219, A:1220, A:1221, A:1222, A:1224, A:1225
6WQA	A	OLB	(2s)-2,3-dihydroxypropyl (9z)-octadec-9-enoate	Lipid		X	A:1223
6WQA	A	OLC	1-oleoyl-r-glycerol	Lipid		AA, BA, L, P, S	A:1226, A:1227, A:1211, A:1215, A:1218
6Z10	A	OLC	1-oleoyl-r-glycerol	Lipid		D, E, F, G, H, I, J, K, L, M, N, O	A:402, A:403, A:404, A:405, A:406, A:407, A:408, A:409, A:410, A:411, A:412, A:413
6Z10	A	CL	Chloride ion	Ion		Q	A:415
6ZDR	A	NA	Sodium ion	Ion	Cofactor	C	A:1202
6ZDR	A	OLA	Oleic acid	Lipid	Cofactor	G, H, I, J, K, O, P, R, S, T, U	A:1206, A:1207, A:1208, A:1209, A:1210, A:1214, A:1215, A:1217, A:1218, A:1219, A:1220
6ZDR	A	CLR	Cholesterol	Lipid	Cofactor	D, E, F	A:1203, A:1204, A:1205
6ZDR	A	OLC	1-oleoyl-r-glycerol	Lipid		L, M, N, Q	A:1211, A:1212, A:1213, A:1216
6ZDV	A	NA	Sodium ion	Ion	Cofactor	C	A:1202
6ZDV	A	CLR	Cholesterol	Lipid	Cofactor	D, E, F	A:1203, A:1204, A:1205
6ZDV	A	OLA	Oleic acid	Lipid	Cofactor	H, I, J, K, L, M, N, O, P, Q, R, S, T, U	A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220
6ZDV	A	OLC	1-oleoyl-r-glycerol	Lipid		V	A:1221
6ZDV	A	OLB	(2s)-2,3-dihydroxypropyl (9z)-octadec-9-enoate	Lipid		G	A:1206
6ZFZ	A	OLA	Oleic acid	Lipid	Cofactor	C, D, E, F, H, I, J, K	A:1202, A:1203, A:1204, A:1205, A:1207, A:1208, A:1209, A:1210
6ZFZ	A	OLC	1-oleoyl-r-glycerol	Lipid		L	A:1211
6ZG4	A	OLA	Oleic acid	Lipid	Cofactor	C, D, E, F, G, H, L, M, N, O, P	A:1202, A:1203, A:1204, A:1205, A:1206, A:1207, A:1211, A:1212, A:1213, A:1214, A:1215
6ZG9	A	OLA	Oleic acid	Lipid	Cofactor	D, E, F, G, H, I	A:1203, A:1204, A:1205, A:1206, A:1207, A:1208
7ARO	A	NA	Sodium ion	Ion	Cofactor	H	A:1207
7ARO	A	OLA	Oleic acid	Lipid	Cofactor	C, D, E, F	A:1202, A:1203, A:1204, A:1205
7ARO	A	CLR	Cholesterol	Lipid	Cofactor	G	A:1206
7BR3	A	1QW	1-lauroyl-rac-glycerol	Other	Cofactor	B	A:1201
7BR3	A	OLC	1-oleoyl-r-glycerol	Lipid		C, D	A:1202, A:1203
7BTS	A	NA	Sodium ion	Ion	Cofactor	J	A:1408
7BTS	A	CLR	Cholesterol	Lipid	Cofactor	L	A:1410
7BTS	A	1WV	(2s)-2,3-dihydroxypropyl (7z)-tetradec-7-enoate	Other	Cofactor	M	A:1411
7BU6	A	NA	Sodium ion	Ion	Cofactor	L	A:1410
7BU6	A	480	(2s)-2,3-dihydroxypropyl octanoate	Other	Cofactor	N	A:1412
7BU6	A	CLR	Cholesterol	Lipid	Cofactor	O	A:1413
7BU7	A	CLR	Cholesterol	Lipid	Cofactor	K	A:1409
7BU7	A	1WV	(2s)-2,3-dihydroxypropyl (7z)-tetradec-7-enoate	Other	Cofactor	L	A:1410
7BU7	A	NA	Sodium ion	Ion	Cofactor	M	A:1411
7C7Q	A, B	NAG	D-glcnac	Other		C, D, E, F, G, J, K, L	A:1001, A:1002, A:1003, A:1004, A:1005, B:1001, B:1002, B:1003
7C7S	A, B	NAG	D-glcnac	Other		C, D, E, F, G, I, J, K	A:1001, A:1002, A:1003, A:1004, A:1005, B:1001, B:1002, B:1003
7CKW	R	CLR	Cholesterol	Lipid	Cofactor	G	R:502
7CKX	R	CLR	Cholesterol	Lipid	Cofactor	G	R:502
7CKY	R	CLR	Cholesterol	Lipid	Cofactor	F	R:501
7CUM	A, B	CLR	Cholesterol	Lipid	Cofactor	E, F, G, H, I, K, L, M, N, O, P, Q, R, S, T, U	A:1003, A:1004, A:1005, A:1006, A:1007, B:902, B:903, B:904, B:905, B:906, B:907, B:908, B:909, B:910, B:911, B:912
7DDZ	A	FMN	Flavin mononucleotide	Other		C	A:1202
7DTU	A, B	NAG	D-glcnac	Other		H, I, J, L, M, N	A:1102, A:1103, A:1104, B:1102, B:1103, B:1104
7DTV	A, B	NAG	D-glcnac	Other		J, K, L, M, Q, R, S, T	A:1104, A:1105, A:1106, A:1107, B:1103, B:1104, B:1105, B:1106
7DTW	A, B	NAG	D-glcnac	Other		G, H, I, J, K, L	A:1101, A:1102, A:1103, B:1101, B:1102, B:1103
7DUQ	R	CLR	Cholesterol	Lipid	Cofactor	H, I, J, K, L, M, N	R:502, R:503, R:504, R:505, R:506, R:507, R:508
7DUR	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J, K, L	R:702, R:703, R:704, R:705, R:706, R:707
7DW9	R	CLR	Cholesterol	Lipid	Cofactor	H, I, J	R:601, R:602, R:603
7E32	R	CLR	Cholesterol	Lipid	Cofactor	G	R:402
7EJX	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I	R:402, R:403, R:404
7EPE	A	FMN	Flavin mononucleotide	Other		B	A:1201
7EPF	A	FMN	Flavin mononucleotide	Other		B	A:1201
7EPT	R	PLM	Palmitic acid	Lipid	Cofactor	F	R:1001
7EUO	R	CLR	Cholesterol	Lipid	Cofactor	G, H	R:401, R:402
7EVM	R	CLR	Cholesterol	Lipid	Cofactor	G, H, I, J, K, L	R:502, R:503, R:504, R:505, R:506, R:507
7EVY	D	NAG	D-glcnac	Other		G	D:402
7EVZ	D	PLM	Palmitic acid	Lipid	Cofactor	G, H, I, J	D:402, D:403, D:404, D:405
7EW3	R	PLM	Palmitic acid	Lipid	Cofactor	G, H, I, J	R:402, R:403, R:404, R:405
7EW4	R	PLM	Palmitic acid	Lipid	Cofactor	G, H	R:402, R:403
7F1O	A	GDP	Guanosine-5'-diphosphate	Other	Cofactor	H	A:402
7F1O	A	MG	Magnesium ion	Ion	Cofactor	G	A:401
7F1Z	A	GDP	Guanosine-5'-diphosphate	Other	Cofactor	F	A:401
7F23	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	G	A:401
7F24	A	GTP	Guanosine-5'-triphosphate	Other	Cofactor	E	A:401
7F54	R	CA	Calcium ion	Ion	Cofactor	G	R:601
7F55	R	CA	Calcium ion	Ion	Cofactor	G	R:601
7F58	R	CA	Calcium ion	Ion	Cofactor	G	R:602
7F6I	A	CLR	Cholesterol	Lipid	Cofactor	F, G, H	A:501, A:502, A:503
7FD8	A, B	Y01	Cholesterol hemisuccinate	Lipid		E, H	A:903, B:903
7FD8	A, B	NAG	D-glcnac	Other		C, F	A:901, B:901
7FD9	A, B	NAG	D-glcnac	Other		C, E	A:901, B:901
7FEE	A	CLR	Cholesterol	Lipid	Cofactor	B, C	A:1201, A:1202
7FEE	A	OLA	Oleic acid	Lipid	Cofactor	N, O, P, Q	A:1213, A:1214, A:1215, A:1216
7FEE	A	OLC	1-oleoyl-r-glycerol	Lipid		L, M	A:1211, A:1212
7IN1	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7IN1	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7IN1	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7IN1	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7IN2	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7IN2	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7IN2	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7IN2	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7IN3	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7IN3	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7IN3	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7IN3	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7IN5	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7IN5	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7IN5	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7IN5	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7IN6	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7IN6	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7IN6	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7IN6	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7IN7	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7IN7	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7IN7	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7IN7	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7IN8	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7IN8	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7IN8	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7IN8	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7IN9	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7IN9	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7IN9	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7IN9	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INA	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INA	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INA	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INA	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INB	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INB	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INB	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INB	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7IND	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7IND	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7IND	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7IND	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INE	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INE	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INE	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INE	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INF	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INF	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INF	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INF	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7ING	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7ING	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7ING	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7ING	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INH	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INH	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INH	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INH	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INI	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INI	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INI	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INI	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INJ	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INJ	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INJ	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INJ	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INK	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INK	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INK	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INK	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INL	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INL	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INL	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INL	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INM	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INM	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INM	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INM	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INN	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INN	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INN	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INN	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INO	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INO	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INO	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INO	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INP	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INP	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INP	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INP	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INQ	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INQ	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INQ	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INQ	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INR	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INR	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INR	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INR	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INT	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INT	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INT	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INT	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INU	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INU	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INU	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INU	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INV	A	NA	Sodium ion	Ion	Cofactor	B	A:1201
7INV	A	CLR	Cholesterol	Lipid	Cofactor	C, D, E	A:1202, A:1203, A:1204
7INV	A	OLA	Oleic acid	Lipid	Cofactor	AA, F, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:1226, A:1205, A:1206, A:1207, A:1208, A:1209, A:1210, A:1211, A:1212, A:1213, A:1214, A:1215, A:1216, A:1217, A:1218, A:1219, A:1220, A:1221, A:1222, A:1223, A:1224, A:1225
7INV	A	OLC	1-oleoyl-r-glycerol	Lipid		BA, CA, DA, EA, FA, GA, HA	A:1227, A:1228, A:1229, A:1230, A:1231, A:1232, A:1233
7INW	A	CLR	Cholesterol	Lipid	Cofactor	D, E, F	A:2402, A:2403, A:2404
7INW	A	OLA	Oleic acid	Lipid	Cofactor	AA, BA, G, H, I, J, K, L, M, N, O, P, Q, R, S, T, U, V, W, X, Y, Z	A:2425, A:2426, A:2405, A:2406, A:2407, A:2408, A:2409, A:2410, A:2411, A:2412, A:2413, A:2414, A:2415, A:2416, A:2417, A:2418, A:2419, A:2420, A:2421, A:2422, A:2423, A:2424
