,Approval,Class,Drug Class,Drug Name,EntryName,Gene,INDEX,Indication(s),LigandType,Phase,PhaseDate,ClinicalStatus,Status,Subfamily,Target class,Target_novelty,Trial name,Uniprot,ModeOfAction,Note
1376,1998,Class A (Rhodopsin),small molecule,oxycodone,oprk_human,OPRK1,MMAmay2016_0708,Analgesics,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,"targin,  targinac, targiniq er,  oxycodone hydrochloride + naloxone hydrochloride extended-release tablets",P41145,agonist,
1377,2014,Class A (Rhodopsin),small molecule,tasimelteon,mtr1a_human,MTNR1A,1956,Hypnotics and Sedatives,Melatonin ,4,,-,approved,Melatonin,GPCR;Rhodopsin,established,"tasimelteon, vec-162",P48039,agonist,
1378,2014,Class A (Rhodopsin),small molecule,tasimelteon,mtr1b_human,MTNR1B,1956,Hypnotics and Sedatives,Melatonin ,4,,-,approved,Melatonin,GPCR;Rhodopsin,established,"tasimelteon, vec-162",P49286,agonist,
1379,2012,Class B1 (Secretin),peptide,teduglutide,glp2r_human,GLP2R,2463,short bowel syndrome,Peptide ,4,,-,approved,Glucagon receptor family,GPCR;Secretin,established,teduglutide,O95838,agonist,
1380,1987,Class B1 (Secretin),peptide,teriparatide,pth1r_human,PTHR1,1983,Anti-osteoporotic,Peptide ,4,,-,approved,Parathyroid hormone receptors,GPCR;Secretin,established,"teriparatide, inhaled air",Q03431,agonist,
1381,1987,Class B1 (Secretin),peptide,teriparatide,pth1r_human,PTHR1,1984,Anti-osteoporotic,Peptide ,4,,-,approved,Parathyroid hormone receptors,GPCR;Secretin,established,"teriparatide, pth1-34 nasal spray",Q03431,agonist,
1382,1987,Class B1 (Secretin),peptide,teriparatide,pth1r_human,PTHR1,1985,Anti-osteoporotic,Peptide ,4,,-,approved,Parathyroid hormone receptors,GPCR;Secretin,established,"teriparatide,forteo, forsteo",Q03431,agonist,
1383,2010,Class B1 (Secretin),peptide,tesamorelin,ghrhr_human,GHRHR,1987,HIV-associated lipodystrophy,Peptide ,4,,-,approved,Glucagon receptor family,GPCR;Secretin,established,tesamorelin,Q02643,agonist,
1384,1979,Class A (Rhodopsin),small molecule,tetrahydrozoline,ada1a_human,ADRA1A,ASH_Sep2016_85,eye allergy,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,tetrahydrozoline,P35348,agonist,
1385,1979,Class A (Rhodopsin),small molecule,tetrahydrozoline,ada1b_human,ADRA1B,ASH_Sep2016_94,nasal obstruction,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,tetrahydrozoline,P35368,agonist,
1386,1979,Class A (Rhodopsin),small molecule,tetrahydrozoline,ada1d_human,ADRA1D,ASH_Sep2016_120,nasal obstruction,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,tetrahydrozoline,P25100,agonist,
1387,1979,Class A (Rhodopsin),small molecule,tetrahydrozoline,ada2a_human,ADRA2A,ASH_Sep2016_122,eye allergy,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,tetrahydrozoline,P08913,agonist,
1388,1979,Class A (Rhodopsin),small molecule,tetrahydrozoline,ada2b_human,ADRA2B,ASH_Sep2016_139,nasal obstruction,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,tetrahydrozoline,P18089,agonist,
1389,1979,Class A (Rhodopsin),small molecule,tetrahydrozoline,ada2c_human,ADRA2C,ASH_Sep2016_159,nasal obstruction,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,tetrahydrozoline,P18825,agonist,
1390,1982,Class B1 (Secretin),small molecule,tetryzoline,ada1a_human,ADRA1A,ASH_Oct2016_411,"for eye irritation, decongestant",Peptide ,4,,-,approved,Calcitonin receptors,GPCR;Rhodopsin,established,tetryzoline,P35348,agonist,
1391,2015,Class B1 (Secretin),protein,parathyroid hormone,pth2r_human,PTH2R,2012,Anti-osteoporotic,Peptide ,4,,-,approved,Parathyroid hormone receptors,GPCR;Secretin,established,thpth,P49190,agonist,
1392,1974,Class A (Rhodopsin),small molecule,pilocarpine,acm1_human,CHRM1,2013,incontinence,Aminergic ,4,,-,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,thvd-201,P11229,agonist,
1393,1974,Class A (Rhodopsin),small molecule,pilocarpine,acm2_human,CHRM2,2013,incontinence,Aminergic ,4,,-,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,thvd-201,P08172,agonist,
1394,1974,Class A (Rhodopsin),small molecule,pilocarpine,acm3_human,CHRM3,2013,incontinence,Aminergic ,4,,-,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,thvd-201,P20309,agonist,
1395,1980,Class A (Rhodopsin),peptide,oxytocin,oxyr_human,OXTR,2014,Analgesics,Peptide ,4,,-,approved,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,"ti-001, intranasal oxytocin",P30559,agonist,
1396,2014,Class A (Rhodopsin),small molecule,olodaterol,adrb2_human,ADRB2,MMAmay2016_0592,chronic obstructive pulmonary disease (COPD),Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,tiotropium + olodaterol,P07550,agonist,
1397,1996,Class A (Rhodopsin),small molecule,tizanidine,ada2a_human,ADRA2A,2021,Muscle Relaxants,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,"tizanidine hydrochloride,zanaflex",P08913,agonist,
1398,1996,Class A (Rhodopsin),small molecule,tizanidine,ada2b_human,ADRA2B,2021,Muscle Relaxants,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,"tizanidine hydrochloride,zanaflex",P18089,agonist,
1399,1996,Class A (Rhodopsin),small molecule,tizanidine,ada2c_human,ADRA2C,2021,Muscle Relaxants,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,"tizanidine hydrochloride,zanaflex",P18825,agonist,
1400,1948,Class A (Rhodopsin),small molecule,tolazoline,ada1b_human,ADRA1B,ASH_Sep2016_97,cardiovascular disease,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,tolazoline,P35368,agonist,
1401,1948,Class A (Rhodopsin),small molecule,tolazoline,ada1d_human,ADRA1D,ASH_Sep2016_113,cardiovascular disease,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,tolazoline,P25100,agonist,
1402,1948,Class A (Rhodopsin),small molecule,tolazoline,ada2a_human,ADRA2A,ASH_Sep2016_125,cardiovascular disease,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,tolazoline,P08913,agonist,
1403,1948,Class A (Rhodopsin),small molecule,tolazoline,ada2b_human,ADRA2B,ASH_Sep2016_134,arthralgia,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,tolazoline,P18089,agonist,
1404,1948,Class A (Rhodopsin),small molecule,tolazoline,ada2c_human,ADRA2C,ASH_Sep2016_154,arthralgia,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,tolazoline,P18825,agonist,
1405,1948,Class A (Rhodopsin),small molecule,tolazoline,hrh1_human,HRH1,ASH_Sep2016_233,cardiovascular disease,Aminergic ,4,,-,approved,Histamine receptors,GPCR;Rhodopsin,established,tolazoline,P35367,agonist,
1406,1948,Class A (Rhodopsin),small molecule,tolazoline,hrh2_human,HRH2,ASH_Sep2016_241,arthralgia,Aminergic ,4,,-,approved,Histamine receptors,GPCR;Rhodopsin,established,tolazoline,P25021,agonist,
1407,1984,Class A (Rhodopsin),small molecule,morphine,oprd_human,OPRD1,2051,Analgesics,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,tpm-1/morphine,P41143,agonist,
1408,1984,Class A (Rhodopsin),small molecule,morphine,oprk_human,OPRK1,2051,Analgesics,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,tpm-1/morphine,P41145,agonist,
1409,1984,Class A (Rhodopsin),small molecule,morphine,oprm_human,OPRM1,2051,Analgesics,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,tpm-1/morphine,P35372,agonist,
1410,1995,Class A (Rhodopsin),small molecule,tramadol,5ht2c_human,HTR2C,2055,Analgesics,Aminergic ,4,,-,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"tramadol extended-release,raliva er",P28335,agonist,
1411,1995,Class A (Rhodopsin),small molecule,tramadol,oprk_human,OPRK1,2055,Analgesics,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,"tramadol extended-release,raliva er",P41145,agonist,
1412,1995,Class A (Rhodopsin),small molecule,tramadol,oprm_human,OPRM1,2055,Analgesics,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,"tramadol extended-release,raliva er",P35372,agonist,
1413,1995,Class A (Rhodopsin),small molecule,tramadol,5ht2c_human,HTR2C,2056,Analgesics,Aminergic ,4,,-,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"tramadol hydrochloride,ultram",P28335,agonist,
1414,1995,Class A (Rhodopsin),small molecule,tramadol,oprk_human,OPRK1,2056,Analgesics,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,"tramadol hydrochloride,ultram",P41145,agonist,
1415,1995,Class A (Rhodopsin),small molecule,tramadol,oprm_human,OPRM1,2056,Analgesics,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,"tramadol hydrochloride,ultram",P35372,agonist,
1416,1995,Class A (Rhodopsin),small molecule,tramadol,5ht2c_human,HTR2C,2057,Analgesics,Aminergic ,4,,-,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"tramadol,tridural, ryzolt",P28335,agonist,
1417,1995,Class A (Rhodopsin),small molecule,tramadol,oprk_human,OPRK1,2057,Analgesics,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,"tramadol,tridural, ryzolt",P41145,agonist,
1418,1995,Class A (Rhodopsin),small molecule,tramadol,oprm_human,OPRM1,2057,Analgesics,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,"tramadol,tridural, ryzolt",P35372,agonist,
1419,2002,Class A (Rhodopsin),small molecule,treprostinil,pi2r_human,PTGIR,MMA2016_0038,Antihypertensive,Lipid ,4,,-,approved,Prostanoid receptors,GPCR;Rhodopsin,established,"transcon treprostinil, subcutaneous injection",P43119,agonist,
1420,2002,Class A (Rhodopsin),small molecule,treprostinil,p2y12_human,P2RY12,MMA2016_0040,Antihypertensive,Nucleotide ,4,,-,approved,P2Y receptors,GPCR;Rhodopsin,established,"transcon treprostinil, subcutaneous injection",Q9H244,agonist,
1421,1976,Class A (Rhodopsin),small molecule,epinephrine,ada1a_human,ADRA1A,2066,Anesthetics,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,"transdermal lidocaine/epinephrine patch,lidosite",P35348,agonist,
1422,1976,Class A (Rhodopsin),small molecule,epinephrine,ada1b_human,ADRA1B,2066,Anesthetics,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,"transdermal lidocaine/epinephrine patch,lidosite",P35368,agonist,
1423,1976,Class A (Rhodopsin),small molecule,epinephrine,ada1d_human,ADRA1D,2066,Anesthetics,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,"transdermal lidocaine/epinephrine patch,lidosite",P25100,agonist,
1424,1976,Class A (Rhodopsin),small molecule,epinephrine,ada2a_human,ADRA2A,2066,Anesthetics,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,"transdermal lidocaine/epinephrine patch,lidosite",P08913,agonist,
1425,1976,Class A (Rhodopsin),small molecule,epinephrine,ada2b_human,ADRA2B,2066,Anesthetics,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,"transdermal lidocaine/epinephrine patch,lidosite",P18089,agonist,
1426,1976,Class A (Rhodopsin),small molecule,epinephrine,adrb1_human,ADRB1,2066,Anesthetics,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,"transdermal lidocaine/epinephrine patch,lidosite",P08588,agonist,
1427,1976,Class A (Rhodopsin),small molecule,epinephrine,adrb2_human,ADRB2,2066,Anesthetics,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,"transdermal lidocaine/epinephrine patch,lidosite",P07550,agonist,
1428,1998,Class A (Rhodopsin),small molecule,oxycodone,oprd_human,OPRD1,2068,Analgesics,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,transdermal oxycodone,P41143,agonist,
1429,1998,Class A (Rhodopsin),small molecule,oxycodone,oprk_human,OPRK1,2068,Analgesics,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,transdermal oxycodone,P41145,agonist,
1430,1998,Class A (Rhodopsin),small molecule,oxycodone,oprm_human,OPRM1,2068,Analgesics,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,transdermal oxycodone,P35372,agonist,
1431,1968,Class A (Rhodopsin),small molecule,fentanyl,oprd_human,OPRD1,2069,Analgesics,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,"transmucosal fentanyl,actiq",P41143,agonist,
1432,1968,Class A (Rhodopsin),small molecule,fentanyl,oprm_human,OPRM1,2069,Analgesics,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,"transmucosal fentanyl,actiq",P35372,agonist,
1433,2001,Class A (Rhodopsin),small molecule,travoprost,pf2r_human,PTGFR,2071,Antiglaucomic,Lipid ,4,,-,approved,Prostanoid receptors,GPCR;Rhodopsin,established,"travoprost + timolol,extravan, duotrav",P43088,agonist,
1434,2002,Class A (Rhodopsin),small molecule,treprostinil,p2y12_human,P2RY12,2767,Antihypertensive,Nucleotide ,4,,-,approved,P2Y receptors,GPCR;Rhodopsin,established,"treprostinil inhaled/oral,tyvaso, viveta",Q9H244,agonist,
1435,2002,Class A (Rhodopsin),small molecule,treprostinil,pi2r_human,PTGIR,2767,Antihypertensive,Lipid ,4,,-,approved,Prostanoid receptors,GPCR;Rhodopsin,established,"treprostinil inhaled/oral,tyvaso, viveta",P43119,agonist,
1436,2002,Class A (Rhodopsin),small molecule,treprostinil,p2y12_human,P2RY12,2768,Antihypertensive,Nucleotide ,4,,-,approved,P2Y receptors,GPCR;Rhodopsin,established,"treprostinil subcutaneous/intravenous,remodulin",Q9H244,agonist,
1437,2002,Class A (Rhodopsin),small molecule,treprostinil,pi2r_human,PTGIR,2768,Antihypertensive,Lipid ,4,,-,approved,Prostanoid receptors,GPCR;Rhodopsin,established,"treprostinil subcutaneous/intravenous,remodulin",P43119,agonist,
1438,2001,Class A (Rhodopsin),small molecule,triptorelin,gnrhr_human,GNRHR,ASH_Oct2016_430,palliiative treatment of advanced prostate cancer,Peptide ,4,,-,approved,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,triptorelin,P30968,agonist,
1439,2001,Class A (Rhodopsin),peptide,triptorelin,gnrhr_human,GNRHR,2084,Antineoplastic,Peptide ,4,,-,approved,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,"triptorelin pamoate,trelstar, decapeptyl, salvacyl, moapar, pamorelin",P30968,agonist,
1440,2001,Class A (Rhodopsin),peptide,triptorelin,gnrr2_human,GNRHR2,2084,Antineoplastic,Peptide ,4,,-,approved,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,"triptorelin pamoate,trelstar, decapeptyl, salvacyl, moapar, pamorelin",Q96P88,agonist,
1441,2013,Class A (Rhodopsin),small molecule,vilanterol,adrb2_human,ADRB2,MMAmay2016_0619,chronic obstructive pulmonary disease (COPD),Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,umeclidinium bromide (gsk573719) + vilanterol,P07550,agonist,
1442,1981,Class A (Rhodopsin),small molecule,buprenorphine,oprd_human,OPRD1,2109,Anti-depressant; Analgesics; opioid addiction,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,v1003,P41143,agonist,
1443,1981,Class A (Rhodopsin),small molecule,buprenorphine,oprk_human,OPRK1,2109,Anti-depressant; Analgesics; opioid addiction,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,v1003,P41145,agonist,
1444,1981,Class A (Rhodopsin),small molecule,buprenorphine,oprm_human,OPRM1,2109,Anti-depressant; Analgesics; opioid addiction,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,v1003,P35372,agonist,
1445,0,Class A (Rhodopsin),small molecule,vapreotide,ssr2_human,SSTR2,2124,liver cirrhosis-related variceal bleeding,Peptide ,4,,-,approved,Somatostatin receptors,GPCR;Rhodopsin,established,"vapreotide, debio 8609,sanvar, docrised",P30874,agonist,
1446,0,Class A (Rhodopsin),small molecule,vapreotide,ssr5_human,SSTR5,2124,liver cirrhosis-related variceal bleeding,Peptide ,4,,-,approved,Somatostatin receptors,GPCR;Rhodopsin,established,"vapreotide, debio 8609,sanvar, docrised",P35346,agonist,
1447,1986,Class B1 (Secretin),small molecule,calcitonin human,calcr_human,CALCR,2154,Anti-osteoporotic,Peptide ,4,,-,approved,Calcitonin receptors,GPCR;Secretin,established,viaderm-calcitonin,P30988,agonist,
1448,1991,Class A (Rhodopsin),small molecule,histrelin,gnrhr_human,GNRHR,2177,Antineoplastic,Peptide ,4,,-,approved,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,"vp 002, histrelin implant,vantas, supprelin",P30968,agonist,
1449,1991,Class A (Rhodopsin),small molecule,histrelin,gnrr2_human,GNRHR2,2177,Antineoplastic,Peptide ,4,,-,approved,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,"vp 002, histrelin implant,vantas, supprelin",Q96P88,agonist,
1450,1977,Class C (Glutamate) ,small molecule,baclofen,gabr1_human,GABBR1,2222,gastrointestinal reflux disease,Amino acid ,4,,-,approved,GABAB receptors,GPCR;Glutamate,established,xp19986,Q9UBS5,agonist,
1451,1977,Class C (Glutamate) ,small molecule,baclofen,gabr2_human,GABBR2,2222,gastrointestinal reflux disease,Amino acid ,4,,-,approved,GABAB receptors,GPCR;Glutamate,established,xp19986,O75899,agonist,
1452,2012,Class A (Rhodopsin),small molecule,mirabegron,adrb3_human,ADRB3,MMAmay2016_0790,incontinence,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,"ym178, mirabegron",P13945,agonist,
1453,1997,Class A (Rhodopsin),small molecule,zolmitriptan,5ht1a_human,HTR1A,2246,Anti-migraine,Aminergic ,4,,-,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"zolmitriptan,zomig",P08908,agonist,
1454,1997,Class A (Rhodopsin),small molecule,zolmitriptan,5ht1b_human,HTR1B,2246,Anti-migraine,Aminergic ,4,,-,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"zolmitriptan,zomig",P28222,agonist,
1455,1997,Class A (Rhodopsin),small molecule,zolmitriptan,5ht1d_human,HTR1D,2246,Anti-migraine,Aminergic ,4,,-,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"zolmitriptan,zomig",P28221,agonist,
1456,1997,Class A (Rhodopsin),small molecule,zolmitriptan,5ht1f_human,HTR1F,2246,Anti-migraine,Aminergic ,4,,-,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"zolmitriptan,zomig",P30939,agonist,
1457,1960,Class B1 (Secretin),peptide,glucagon,glr_human,GCGR,MMAmar2016_0239,Antidiabetic,Peptide ,4,,-,approved,Glucagon receptor family,GPCR;Secretin,established,zp-glucagon,P47871,agonist,
1458,1997,Class A (Rhodopsin),small molecule,zolmitriptan,5ht1a_human,HTR1A,MMAapril2016_0110,Anti-migraine,Aminergic ,4,,-,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,zp-triptan,P08908,agonist,
1459,1997,Class A (Rhodopsin),small molecule,zolmitriptan,5ht1d_human,HTR1D,MMAapril2016_0111,Anti-migraine,Aminergic ,4,,-,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,zp-triptan,P28221,agonist,
1460,1997,Class A (Rhodopsin),small molecule,zolmitriptan,5ht1b_human,HTR1B,MMAapril2016_0112,Anti-migraine,Aminergic ,4,,-,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,zp-triptan,P28222,agonist,
1461,1997,Class A (Rhodopsin),small molecule,zolmitriptan,5ht1f_human,HTR1F,MMAapril2016_0113,Anti-migraine,Aminergic ,4,,-,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,zp-triptan,P30939,agonist,
1462,1987,Class B1 (Secretin),peptide,teriparatide,pth1r_human,PTH1R,2252,Anti-osteoporotic,Peptide ,4,,-,approved,Parathyroid hormone receptors,GPCR;Secretin,established,"zt-034, teriparatide nasal spray",Q03431,agonist,
1463,1987,Class B1 (Secretin),peptide,teriparatide,pth1r_human,PTHR1,2252,Anti-osteoporotic,Peptide ,4,,-,approved,Parathyroid hormone receptors,GPCR;Secretin,established,"zt-034, teriparatide nasal spray",Q03431,agonist,
1464,1943,Class A (Rhodopsin),small molecule,hydrocodone,oprd_human,OPRD1,2254,Analgesics,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,"zx002, hydrocodone bitartrate",P41143,agonist,
1465,1943,Class A (Rhodopsin),small molecule,hydrocodone,oprm_human,OPRM1,2254,Analgesics,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,"zx002, hydrocodone bitartrate",P35372,agonist,
1466,1984,Class A (Rhodopsin),small molecule,acebutolol,adrb1_human,ADRB1,NRDD001,Antihypertensive,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P08588,antagonist,
1467,1961,Class A (Rhodopsin),small molecule,acetophenazine,drd1_human,DRD1,NRDD006,schizophrenia,Aminergic ,4,,-,approved,Dopamine receptors,GPCR;Rhodopsin,established,-,P21728,antagonist,
1468,1961,Class A (Rhodopsin),small molecule,acetophenazine,drd2_human,DRD2,NRDD006,schizophrenia,Aminergic ,4,,-,approved,Dopamine receptors,GPCR;Rhodopsin,established,-,P14416,antagonist,
1469,2010,Class A (Rhodopsin),small molecule,alcaftadine,hrh1_human,HRH1,NRDD011,Anti-Allergic,Aminergic ,4,,-,approved,Histamine receptors,GPCR;Rhodopsin,established,-,P35367,antagonist,
1470,2008,Class A (Rhodopsin),small molecule,alvimopan,oprm_human,OPRM1,NRDD021,Opiate Antagonists,Peptide ,4,,-,approved,Opioid receptors,GPCR;Rhodopsin,established,-,P35372,antagonist,
1471,1982,Class A (Rhodopsin),small molecule,anisotropine methylbromide,acm1_human,CHRM1,NRDD029,Antispasmodics; Anti-ulcer,Aminergic ,4,,-,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,-,P11229,antagonist,
1472,1982,Class A (Rhodopsin),small molecule,anisotropine methylbromide,acm2_human,CHRM2,NRDD029,Antispasmodics; Anti-ulcer,Aminergic ,4,,-,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,-,P08172,antagonist,
1473,1982,Class A (Rhodopsin),small molecule,anisotropine methylbromide,acm3_human,CHRM3,NRDD029,Antispasmodics; Anti-ulcer,Aminergic ,4,,-,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,-,P20309,antagonist,
1474,1988,Class A (Rhodopsin),small molecule,astemizole,hrh1_human,HRH1,NRDD037,Anti-Allergic,Aminergic ,4,,-,approved,Histamine receptors,GPCR;Rhodopsin,established,-,P35367,antagonist,
1475,1981,Class A (Rhodopsin),small molecule,atenolol,adrb1_human,ADRB1,NRDD038,Anti-Arrhythmia ; Antihypertensive,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P08588,antagonist,
1476,1977,Class A (Rhodopsin),small molecule,azatadine,hrh1_human,HRH1,NRDD041,Anti-Allergic,Aminergic ,4,,-,approved,Histamine receptors,GPCR;Rhodopsin,established,-,P35367,antagonist,
1477,1954,Class A (Rhodopsin),small molecule,benztropine,acm1_human,CHRM1,NRDD049,Antiparkinson,Aminergic ,4,,-,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,-,P11229,antagonist,
1478,1985,Class A (Rhodopsin),small molecule,betaxolol,adrb1_human,ADRB1,NRDD052,Antihypertensive,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P08588,antagonist,
1479,1959,Class A (Rhodopsin),small molecule,biperiden,acm1_human,CHRM1,NRDD057,Antidyskinetics,Aminergic ,4,,-,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,-,P11229,antagonist,
1480,1992,Class A (Rhodopsin),small molecule,bisoprolol,adrb1_human,ADRB1,NRDD058,Antihypertensive,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P08588,antagonist,
1481,1954,Class A (Rhodopsin),small molecule,bromodiphenhydramine,hrh1_human,HRH1,NRDD062,Anti-Allergic,Aminergic ,4,,-,approved,Histamine receptors,GPCR;Rhodopsin,established,-,P35367,antagonist,
1482,1957,Class A (Rhodopsin),small molecule,brompheniramine,hrh1_human,HRH1,NRDD063,Anti-Allergic,Aminergic ,4,,-,approved,Histamine receptors,GPCR;Rhodopsin,established,-,P35367,antagonist,
1483,1982,Class A (Rhodopsin),small molecule,buclizine,acm1_human,CHRM1,NRDD064,Antiemetics,Aminergic ,4,,-,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,-,P11229,antagonist,
1484,1982,Class A (Rhodopsin),small molecule,buclizine,hrh1_human,HRH1,NRDD064,Antiemetics,Aminergic ,4,,-,approved,Histamine receptors,GPCR;Rhodopsin,established,-,P35367,antagonist,
1485,1999,Class A (Rhodopsin),small molecule,caffeine,aa1r_human,ADORA1,NRDD072,Central Nervous System Stimulants,Nucleotide ,4,,-,approved,Adenosine receptors,GPCR;Rhodopsin,established,-,P30542,antagonist,
1486,1999,Class A (Rhodopsin),small molecule,caffeine,aa2ar_human,ADORA2A,NRDD072,Central Nervous System Stimulants,Nucleotide ,4,,-,approved,Adenosine receptors,GPCR;Rhodopsin,established,-,P29274,antagonist,
1487,2003,Class A (Rhodopsin),small molecule,carbinoxamine,acm1_human,CHRM1,NRDD080,Anti-Allergic,Aminergic ,4,,-,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,-,P11229,antagonist,
1488,2003,Class A (Rhodopsin),small molecule,carbinoxamine,hrh1_human,HRH1,NRDD080,Anti-Allergic,Aminergic ,4,,-,approved,Histamine receptors,GPCR;Rhodopsin,established,-,P35367,antagonist,
1489,1982,Class A (Rhodopsin),small molecule,carphenazine,drd1_human,DRD1,NRDD082,schizophrenia,Aminergic ,4,,-,approved,Dopamine receptors,GPCR;Rhodopsin,established,-,P21728,antagonist,
1490,1982,Class A (Rhodopsin),small molecule,carphenazine,drd2_human,DRD2,NRDD082,schizophrenia,Aminergic ,4,,-,approved,Dopamine receptors,GPCR;Rhodopsin,established,-,P14416,antagonist,
1491,1982,Class A (Rhodopsin),small molecule,carphenazine,drd5_human,DRD5,NRDD082,schizophrenia,Aminergic ,4,,-,approved,Dopamine receptors,GPCR;Rhodopsin,established,-,P21918,antagonist,
1492,1988,Class A (Rhodopsin),small molecule,carteolol,adrb1_human,ADRB1,NRDD084,Antiglaucomic,Aminergic ,4,,-,approved,Adrenoceptors,GPCR;Rhodopsin,established,-,P08588,antagonist,
