accession,entry_name,ENSG,ICD_Code,ICD_Title,Score,ot_genetics_portal,gene_burden,clingen,gene2phenotype,orphanet,genomics_england,uniprot_literature,uniprot_variants,sysbio,cancer_gene_census,cancer_biomarkers,intogen,eva,eva_somatic,chembl,slapenrich,crispr,crispr_screen,reactome,europepmc,expression_atlas,impc
O75899,gabr2_human,ENSG00000136928,8A40.Z,"Multiple sclerosis, unspecified",0.5662902396658793,,,,,,,,,,,,,,,0.9315044440759785,,,,,,,
O75899,gabr2_human,ENSG00000136928,8A61.41,Progressive myoclonic epilepsy,0.030786001895235657,,,,,,,,,,,,,,,,,,,,,,0.25320317720524016
O75899,gabr2_human,ENSG00000136928,8A62.1,Lennox-Gastaut syndrome,0.03917546459657839,,,,,,,,,,,,,,,,,,,,,,0.3222033227341592
O75899,gabr2_human,ENSG00000136928,8A62.Z,"Epileptic encephalopathies, unspecified",0.5107833448226143,,,,,,,,,,,,,0.8401998168695021,,,,,,,,,
O75899,gabr2_human,ENSG00000136928,8A68.Z,"Type of seizure, unspecified",0.11826555349910459,,,,,,,,,,,,,0.19453785523571876,,,,,,,,,
O75899,gabr2_human,ENSG00000136928,8A6Z,"Epilepsy or seizures, unspecified",0.0073915970936940375,,,,,,,,,,,,,,,,,,,,0.06079307976116211,,
O75899,gabr2_human,ENSG00000136928,8A80.Z,"Migraine, unspecified",0.0044349582562164215,,,,,,,,,,,,,,,,,,,,0.03647584785669726,,
O75899,gabr2_human,ENSG00000136928,8C21.Z,"Hereditary sensory or autonomic neuropathy, unspecified",0.25870589827929125,,,,,,,,,,,,,,,0.42555155832813474,,,,,,,
O75899,gabr2_human,ENSG00000136928,8D2Z,"Cerebral palsy, unspecified",0.5400479341208526,,,,,,,,,,,,,,,0.888337844114067,,,,,,,
O75899,gabr2_human,ENSG00000136928,BD40.Z,"Atherosclerotic chronic arterial occlusive disease, unspecified",0.009609076221802246,,,,,,,,,,,,,,,,,,,,0.07903100368951074,,
O75899,gabr2_human,ENSG00000136928,BD5Z,"Diseases of arteries or arterioles, unspecified",0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
O75899,gabr2_human,ENSG00000136928,CA08.0Z,"Allergic rhinitis, unspecified",0.0022174791281082107,,,,,,,,,,,,,,,,,,,,0.01823792392834863,,
O75899,gabr2_human,ENSG00000136928,CA0H.Y,"Other specified diseases of vocal cords or larynx, not elsewhere classified",0.09239496367117545,,,,,,,,,,,,,,,0.15198269940290526,,,,,,,
O75899,gabr2_human,ENSG00000136928,CA23,Asthma,0.02753005242794965,0.04528484580170477,,,,,,,,,,,,,,,,,,,,,
O75899,gabr2_human,ENSG00000136928,DA22.Z,"Gastro-oesophageal reflux disease, unspecified",0.3003118519464594,,,,,,,,,,,,,,,0.4939901928415128,,,,,,,
O75899,gabr2_human,ENSG00000136928,DD71.Z,"Ulcerative colitis, unspecified",0.015196732745221686,,,,,,,,,,,,,,,,,,,,,0.12498735715417873,
O75899,gabr2_human,ENSG00000136928,EA90.Z,Psoriasis of unspecified type,0.01810941287955039,,,,,,,,,,,,,,,,,,,,,0.14894304541484715,
O75899,gabr2_human,ENSG00000136928,GA30.2,Postmenopausal atrophic vaginitis,0.0022174791281082107,,,,,,,,,,,,,,,,,,,,0.01823792392834863,,
O75899,gabr2_human,ENSG00000136928,LA07.Y,"Other specified structural developmental anomalies of the neurenteric canal, spinal cord or vertebral column",0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
O75899,gabr2_human,ENSG00000136928,LB31.2,Fetal lower urinary tract obstruction,0.07391597093694036,,,,,,,,,,,,,,,0.12158615952232422,,,,,,,
O75899,gabr2_human,ENSG00000136928,LD55,Fragile X chromosome,0.363058153031286,,,,,,,,,,,,,,,0.5956832666107583,,,,,0.030396539880581056,,
O75899,gabr2_human,ENSG00000136928,LD90.4,Rett syndrome,0.54742989364464,,,,,,0.7599134970145264,,,,,,,0.5592963338026914,,,,,,,0.03343619386863916,,
O75899,gabr2_human,ENSG00000136928,MA18.0Z,"Elevated blood glucose level, unspecified",0.0199573121529739,,,,,,,,,,,,,,,,,,,,0.1641413153551377,,
O75899,gabr2_human,ENSG00000136928,MB21.Z,"Symptoms and signs involving cognition, unspecified",0.002751316695986113,,,,,,,,,,,,,,,,,,,,0.02262853524443256,,
O75899,gabr2_human,ENSG00000136928,MB24.3,Anxiety,0.00871346104061632,,,,,,,,,,,,,,,,,,,,0.07166490885844992,,
O75899,gabr2_human,ENSG00000136928,MB47.3,Cramp or spasm,0.5715493298083343,,,,,,,,,,,,,,,0.94015524802129,,,,,,,
O75899,gabr2_human,ENSG00000136928,MB53.0,Alternating hemiplegia,0.04619748183558772,,,,,,,,,,,,,,,0.07599134970145263,,,,,,,
O75899,gabr2_human,ENSG00000136928,ME84.2Z,"Low back pain, unspecified",0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
O75899,gabr2_human,ENSG00000136928,ME84.Z,"Spinal pain, unspecified",0.07391597093694036,,,,,,,,,,,,,,,0.12158615952232422,,,,,,,
O75899,gabr2_human,ENSG00000136928,MG30.01,Chronic widespread pain,0.3968047966145921,,,,,,,,,,,,,,,0.6527137598120047,,,,,,,
O75899,gabr2_human,ENSG00000136928,MG3Z,"Pain, unspecified",0.5192904941532297,,,,,,,,,,,,,,,0.8541934315441285,,,,,,,
O75899,gabr2_human,ENSG00000136928,NA07.Z,"Intracranial injury, unspecified",0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
O75899,gabr2_human,ENSG00000136928,NB32.3Z,"Injury of lung, unspecified",0.014783194187388075,,,,,,,,,,,,,,,,,,,,0.12158615952232422,,
O75899,gabr2_human,ENSG00000136928,ND51.2,"Injury of spinal cord, level unspecified",0.5261379875719714,,,,,,,,,,,,,,,0.865457038266544,,,,,,,
O75899,gabr2_human,ENSG00000136928,ND56.2,Fracture of unspecified body region,0.0029566388374776143,,,,,,,,,,,,,,,,,,,,0.024317231904464845,,
P47211,galr1_human,ENSG00000166573,1H0Z,"Infection, unspecified",0.011718761225627419,,,,,,,,,,,,,,,,,,,,0.0963823618713424,,
P47211,galr1_human,ENSG00000166573,2A00.00,Glioblastoma of brain,0.2599179388530465,,,,,,,,,,,,,,,,0.851442961290254,,,,0.03647584785669726,,
P47211,galr1_human,ENSG00000166573,2A00.10,Medulloblastoma of brain,0.132867651205028,,,,,,,,,,,,,,,,0.4371143943587836,,,,,,
P47211,galr1_human,ENSG00000166573,2B90.Y,Other specified malignant neoplasms of colon,0.0022174791281082107,,,,,,,,,,,,,,,,,,,,0.01823792392834863,,
P47211,galr1_human,ENSG00000166573,2B91.Z,"Malignant neoplasms of rectosigmoid junction, unspecified",0.010136120691888,,,,,,,,,,,,,,,,,,,,0.03647584785669726,0.13025564085402108,
P47211,galr1_human,ENSG00000166573,2C25.Y,Other specified malignant neoplasms of bronchus or lung,0.015961332635266307,,,,,,,,,,,,,,,,,,,,0.13127590095758945,,
P47211,galr1_human,ENSG00000166573,2C30.Z,"Melanoma of skin, unspecified",0.0025870589827929123,,,,,,,,,,,,,,,,,,,,0.021277577916406734,,
P47211,galr1_human,ENSG00000166573,2C73.Z,"Malignant neoplasms of ovary, unspecified",0.2515196233270887,,,,,,,,,,,,,,,,0.8274613634158176,,,,,,
P47211,galr1_human,ENSG00000166573,2C82.0,Adenocarcinoma of prostate,0.0036957985468470188,,,,,,,,,,,,,,,,,,,,0.030396539880581056,,
P47211,galr1_human,ENSG00000166573,2D11.2,Neuroblastoma of adrenal gland,0.002751316695986113,,,,,,,,,,,,,,,,,,,,0.02262853524443256,,
P47211,galr1_human,ENSG00000166573,2D4Z,Unspecified malignant neoplasms of unspecified sites,0.03335257511793008,,,,,,,,,,,,,,,,,,,,0.2743122675225733,,
P47211,galr1_human,ENSG00000166573,2F37.Y,Other specified benign neoplasm of endocrine glands,0.004619748183558772,,,,,,,,,,,,,,,,,,,,0.037995674850726316,,
P47211,galr1_human,ENSG00000166573,2F9Z,Neoplasms of unknown behaviour of unspecified site,0.09219260810414488,,,,,,,,,,,,,,,,,,,,0.7582491993031293,,
P47211,galr1_human,ENSG00000166573,5A11,Type 2 diabetes mellitus,0.006621639063100907,,,,,,,,,,,,,,,,,,,,0.05446046728604106,,
P47211,galr1_human,ENSG00000166573,5A14,"Diabetes mellitus, type unspecified",0.0044349582562164215,,,,,,,,,,,,,,,,,,,,0.03647584785669726,,
P47211,galr1_human,ENSG00000166573,5A80.1,Polycystic ovary syndrome,0.00813075680306344,,,,,,,,,,,,,,,,,,,,0.06687238773727831,,
P47211,galr1_human,ENSG00000166573,6A05.Z,"Attention deficit hyperactivity disorder, presentation unspecified",0.0022174791281082107,,,,,,,,,,,,,,,,,,,,0.01823792392834863,,
P47211,galr1_human,ENSG00000166573,6A20.Z,"Schizophrenia, episode unspecified",0.02956638837477615,,,,,,,,,,,,,,,,,,,,0.24317231904464845,,
P47211,galr1_human,ENSG00000166573,6A7Z,"Depressive disorders, unspecified",0.018921244056264427,,,,,,,,,,,,,,,,,,,,0.15562004861902337,,
P47211,galr1_human,ENSG00000166573,6A8Z,"Mood disorders, unspecified",0.002771848910135263,,,,,,,,,,,,,,,,,,,,0.02279740491043579,,
P47211,galr1_human,ENSG00000166573,6B04,Social anxiety disorder,0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
P47211,galr1_human,ENSG00000166573,6B0Y,Other specified anxiety or fear-related disorders,0.0044349582562164215,,,,,,,,,,,,,,,,,,,,0.03647584785669726,,
P47211,galr1_human,ENSG00000166573,6B40,Post traumatic stress disorder,0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
P47211,galr1_human,ENSG00000166573,6C40.2Z,"Alcohol dependence, unspecified",0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
P47211,galr1_human,ENSG00000166573,6C43.2Z,"Opioid dependence, unspecified",0.004989328038243475,,,,,,,,,,,,,,,,,,,,0.04103532883878443,,
P47211,galr1_human,ENSG00000166573,6C43.Z,"Disorders due to use of opioids, unspecified",0.0044349582562164215,,,,,,,,,,,,,,,,,,,,0.03647584785669726,,
P47211,galr1_human,ENSG00000166573,6C4A.2Z,"Nicotine dependence, unspecified",0.00997865607648695,,,,,,,,,,,,,,,,,,,,0.08207065767756885,,
P47211,galr1_human,ENSG00000166573,6C4E.2Z,"Other specified psychoactive substance dependence, unspecified",0.0029566388374776143,,,,,,,,,,,,,,,,,,,,0.024317231904464845,,
P47211,galr1_human,ENSG00000166573,6C4G.2Z,"Unknown or unspecified psychoactive substance dependence, substance and state of remission unspecified",0.00406537840153172,,,,,,,,,,,,,,,,,,,,0.03343619386863916,,
P47211,galr1_human,ENSG00000166573,8A40.Z,"Multiple sclerosis, unspecified",0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
P47211,galr1_human,ENSG00000166573,8A66.Z,"Status epilepticus, unspecified",0.018158279549225362,,,,,,,,,,,,,,,,,,,,0.14934495521993485,,
P47211,galr1_human,ENSG00000166573,8A68.Z,"Type of seizure, unspecified",0.0025870589827929123,,,,,,,,,,,,,,,,,,,,0.021277577916406734,,
P47211,galr1_human,ENSG00000166573,8B01,Subarachnoid haemorrhage,0.015522353896757475,,,,,,,,,,,,,,,,,,,,0.12766546749844043,,
P47211,galr1_human,ENSG00000166573,8C0Z,"Polyneuropathy, unspecified",0.03621882575910078,,,,,,,,,,,,,,,,,,,,0.2978860908296943,,
P47211,galr1_human,ENSG00000166573,8E43.0Z,"Neuropathic pain, unspecified",0.0025870589827929123,,,,,,,,,,,,,,,,,,,,0.021277577916406734,,
P47211,galr1_human,ENSG00000166573,BA41.Z,"Acute myocardial infarction, unspecified",0.0022174791281082107,,,,,,,,,,,,,,,,,,,,0.01823792392834863,,
P47211,galr1_human,ENSG00000166573,BC81.3Z,"Atrial fibrillation, unspecified",0.0022174791281082107,,,,,,,,,,,,,,,,,,,,0.01823792392834863,,
P47211,galr1_human,ENSG00000166573,DA60,Gastric ulcer,0.004989328038243475,,,,,,,,,,,,,,,,,,,,0.04103532883878443,,
P47211,galr1_human,ENSG00000166573,DB92.Y,Other specified non-alcoholic fatty liver disease,0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
P47211,galr1_human,ENSG00000166573,DB93.0,Hepatic fibrosis,0.005913277674955229,,,,,,,,,,,,,,,,,,,,0.04863446380892969,,
P47211,galr1_human,ENSG00000166573,DD7Z,"Inflammatory bowel diseases, unspecified",0.004989328038243475,,,,,,,,,,,,,,,,,,,,0.04103532883878443,,
P47211,galr1_human,ENSG00000166573,GA10.Z,Endometriosis of unspecified site,0.0029566388374776143,,,,,,,,,,,,,,,,,,,,0.024317231904464845,,
P47211,galr1_human,ENSG00000166573,LA8Z,"Structural developmental anomaly of heart or great vessels, unspecified",0.0022174791281082107,,,,,,,,,,,,,,,,,,,,0.01823792392834863,,
P47211,galr1_human,ENSG00000166573,MA18.0Z,"Elevated blood glucose level, unspecified",0.002771848910135263,,,,,,,,,,,,,,,,,,,,0.02279740491043579,,
P47211,galr1_human,ENSG00000166573,MB24.3,Anxiety,0.010068347316442702,,,,,,,,,,,,,,,,,,,,0.08280833407353466,,
P47211,galr1_human,ENSG00000166573,MC41,Tinnitus,0.0022174791281082107,,,,,,,,,,,,,,,,,,,,0.01823792392834863,,
P47211,galr1_human,ENSG00000166573,ME05.1,Diarrhoea,0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
P47211,galr1_human,ENSG00000166573,MG27,"Haemorrhage, not elsewhere classified",0.0073915970936940375,,,,,,,,,,,,,,,,,,,,0.06079307976116211,,
P47211,galr1_human,ENSG00000166573,ND56.Z,"Unspecified injury to unspecified part of trunk, limb or body region",0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
P47211,galr1_human,ENSG00000166573,NE6Z,Harmful effects of unspecified substance,0.02502544326440475,0.041164953910415886,,,,,,,,,,,,,,,,,,,,,
O43603,galr2_human,ENSG00000182687,1G40,Sepsis without septic shock,0.0014142576034983855,,,,,,,,,,,,,,,,,,,,,0.011631731843941631,
O43603,galr2_human,ENSG00000182687,2A00.00,Glioblastoma of brain,0.011087395640541052,,,,,,,,,,,,,,,,,,,,0.09118961964174316,,
O43603,galr2_human,ENSG00000182687,2A3Z,"Myelodysplastic syndromes, unspecified",0.008223663826574901,,,,,,,,,,,,,,,,,,,,,0.06763651273206774,
O43603,galr2_human,ENSG00000182687,2B91.Z,"Malignant neoplasms of rectosigmoid junction, unspecified",0.004901698477309249,,,,,,,,,,,,,,,,,,,,,0.04031460897002225,
O43603,galr2_human,ENSG00000182687,2C12.02,Hepatocellular carcinoma of liver,0.0036957985468470188,,,,,,,,,,,,,,,,,,,,0.030396539880581056,,
O43603,galr2_human,ENSG00000182687,2C25.1,Small cell carcinoma of bronchus or lung,0.00960661235610435,,,,,,,,,,,,,,,,,,,,0.07901073932959035,,
O43603,galr2_human,ENSG00000182687,2D11.2,Neuroblastoma of adrenal gland,0.009929468852856374,,,,,,,,,,,,,,,,,,,,0.08166611143789967,,
O43603,galr2_human,ENSG00000182687,2D4Z,Unspecified malignant neoplasms of unspecified sites,0.02852499869704724,,,,,,,,,,,,,,,,,,,,0.23460728432507,,
O43603,galr2_human,ENSG00000182687,2F37.Y,Other specified benign neoplasm of endocrine glands,0.010717815785856354,,,,,,,,,,,,,,,,,,,,0.08814996565368506,,
O43603,galr2_human,ENSG00000182687,2F9Z,Neoplasms of unknown behaviour of unspecified site,0.09526118475114013,,,,,,,,,,,,,,,,,,,,0.7834870771919512,,
O43603,galr2_human,ENSG00000182687,5A11,Type 2 diabetes mellitus,0.021683455396492943,,,,,,,,,,,,,,,,,,,,0.17833818817602906,,
O43603,galr2_human,ENSG00000182687,5A14,"Diabetes mellitus, type unspecified",0.008469538336524416,,,,,,,,,,,,,,,,,,,,0.06965873722633158,,
O43603,galr2_human,ENSG00000182687,5A80.1,Polycystic ovary syndrome,0.021435631571712705,,,,,,,,,,,,,,,,,,,,0.1762999313073701,,
O43603,galr2_human,ENSG00000182687,6A70.3,"Single episode depressive disorder, severe, without psychotic symptoms",0.013120084841306912,,,,,,,,,,,,,,,,,,,,0.10790771657606274,,
O43603,galr2_human,ENSG00000182687,6A7Z,"Depressive disorders, unspecified",0.004694280120920187,,,,,,,,,,,,,,,,,,,,0.038608671738318036,,
O43603,galr2_human,ENSG00000182687,6A8Z,"Mood disorders, unspecified",0.009784408759892633,,,,,,,,,,,,,,,,,,,,0.08047304724758687,,
O43603,galr2_human,ENSG00000182687,6B0Y,Other specified anxiety or fear-related disorders,0.008869916512432843,,,,,,,,,,,,,,,,,,,,0.07295169571339452,,
O43603,galr2_human,ENSG00000182687,6B40,Post traumatic stress disorder,0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
O43603,galr2_human,ENSG00000182687,6C43.2Z,"Opioid dependence, unspecified",0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
O43603,galr2_human,ENSG00000182687,6C4E.2Z,"Other specified psychoactive substance dependence, unspecified",0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
O43603,galr2_human,ENSG00000182687,6C4G.2Z,"Unknown or unspecified psychoactive substance dependence, substance and state of remission unspecified",0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
O43603,galr2_human,ENSG00000182687,6E8Z,"Mental, behavioural or neurodevelopmental disorders, unspecified",0.0022174791281082107,,,,,,,,,,,,,,,,,,,,0.01823792392834863,,
O43603,galr2_human,ENSG00000182687,8A40.Z,"Multiple sclerosis, unspecified",0.008446542256677366,,,,,,,,,,,,,,,,,,,,0.06946960320040796,,
O43603,galr2_human,ENSG00000182687,8A66.Z,"Status epilepticus, unspecified",0.007915168554497363,,,,,,,,,,,,,,,,,,,,0.06509925624424441,,
O43603,galr2_human,ENSG00000182687,8A68.Z,"Type of seizure, unspecified",0.0022174791281082107,,,,,,,,,,,,,,,,,,,,0.01823792392834863,,
O43603,galr2_human,ENSG00000182687,8C03.0,Diabetic polyneuropathy,0.0018478992734235094,,,,,,,,,,,,,,,,,,,,0.015198269940290528,,
O43603,galr2_human,ENSG00000182687,8C0Z,"Polyneuropathy, unspecified",0.004229636114724921,,,,,,,,,,,,,,,,,,,,0.034787151196664985,,
O43603,galr2_human,ENSG00000182687,8E43.0Z,"Neuropathic pain, unspecified",0.00794596687572109,,,,,,,,,,,,,,,,,,,,0.06535256074324927,,
O43603,galr2_human,ENSG00000182687,BA6Z,"Ischaemic heart diseases, unspecified",0.009609076221802246,,,,,,,,,,,,,,,,,,,,0.07903100368951074,,
O43603,galr2_human,ENSG00000182687,BC81.3Z,"Atrial fibrillation, unspecified",0.011826555349910457,,,,,,,,,,,,,,,,,,,,0.09726892761785938,,
O43603,galr2_human,ENSG00000182687,CA08.0Z,"Allergic rhinitis, unspecified",0.01626151360612688,,,,,,,,,,,,,,,,,,,,0.13374477547455663,,
O43603,galr2_human,ENSG00000182687,DA60,Gastric ulcer,0.0025870589827929123,,,,,,,,,,,,,,,,,,,,0.021277577916406734,,
O43603,galr2_human,ENSG00000182687,DB92.Y,Other specified non-alcoholic fatty liver disease,0.0027718489101352635,,,,,,,,,,,,,,,,,,,,0.02279740491043579,,
O43603,galr2_human,ENSG00000182687,DB93.0,Hepatic fibrosis,0.006282857529639931,,,,,,,,,,,,,,,,,,,,0.051674117796987794,,
O43603,galr2_human,ENSG00000182687,DD7Z,"Inflammatory bowel diseases, unspecified",0.015522353896757475,,,,,,,,,,,,,,,,,,,,0.12766546749844043,,
O43603,galr2_human,ENSG00000182687,EA8Z,"Dermatitis or eczema, unspecified",0.0022174791281082107,,,,,,,,,,,,,,,,,,,,0.01823792392834863,,
O43603,galr2_human,ENSG00000182687,EA90.Z,Psoriasis of unspecified type,0.0022174791281082107,,,,,,,,,,,,,,,,,,,,0.01823792392834863,,
O43603,galr2_human,ENSG00000182687,GB61.Z,"Chronic kidney disease, stage unspecified",0.0436104228527948,,,,,,,,,,,,,,,,,,,,0.3586791705908564,,
O43603,galr2_human,ENSG00000182687,MB21.Z,"Symptoms and signs involving cognition, unspecified",0.004804538110901123,,,,,,,,,,,,,,,,,,,,0.03951550184475537,,
O43603,galr2_human,ENSG00000182687,MB24.3,Anxiety,0.019509689178212743,,,,,,,,,,,,,,,,,,,,0.16045978633473162,,
O43603,galr2_human,ENSG00000182687,MG3Z,"Pain, unspecified",0.0022174791281082107,,,,,,,,,,,,,,,,,,,,0.01823792392834863,,
O43603,galr2_human,ENSG00000182687,MG43.7,Anorexia,0.0051741179655858255,,,,,,,,,,,,,,,,,,,,0.04255515583281348,,
O43603,galr2_human,ENSG00000182687,ND56.Z,"Unspecified injury to unspecified part of trunk, limb or body region",0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
O60755,galr3_human,ENSG00000128310,1H0Z,"Infection, unspecified",0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
O60755,galr3_human,ENSG00000128310,2C12.02,Hepatocellular carcinoma of liver,0.0017209213733154554,,,,,,,,,,,,,,,,,,,,,0.014153924921030837,
O60755,galr3_human,ENSG00000128310,2D4Z,Unspecified malignant neoplasms of unspecified sites,0.016240981391977726,,,,,,,,,,,,,,,,,,,,0.13357590580855339,,
O60755,galr3_human,ENSG00000128310,2F37.Y,Other specified benign neoplasm of endocrine glands,0.00813075680306344,,,,,,,,,,,,,,,,,,,,0.06687238773727831,,
O60755,galr3_human,ENSG00000128310,2F9Z,Neoplasms of unknown behaviour of unspecified site,0.05318134701857368,,,,,,,,,,,,,,,,,,,,0.43739638810459464,,
O60755,galr3_human,ENSG00000128310,5A80.1,Polycystic ovary syndrome,0.014967984114730425,,,,,,,,,,,,,,,,,,,,0.12310598651635328,,
O60755,galr3_human,ENSG00000128310,6A02.0,Autism spectrum disorder without disorder of intellectual development and with mild or no impairment of functional language,0.060860562570203273,,,,,,,,,,,,,,,,,,,,,,0.5005550204834686
O60755,galr3_human,ENSG00000128310,6A02.Z,"Autism spectrum disorder, unspecified",0.044519999939602165,,,,,,,,,,,,,,,,,,,,,,0.36616009679479944
O60755,galr3_human,ENSG00000128310,6A70.3,"Single episode depressive disorder, severe, without psychotic symptoms",0.0044349582562164215,,,,,,,,,,,,,,,,,,,,0.03647584785669726,,
O60755,galr3_human,ENSG00000128310,6A7Z,"Depressive disorders, unspecified",0.0025870589827929123,,,,,,,,,,,,,,,,,,,,0.021277577916406734,,
O60755,galr3_human,ENSG00000128310,6A8Z,"Mood disorders, unspecified",0.004694280120920187,,,,,,,,,,,,,,,,,,,,0.038608671738318036,,
O60755,galr3_human,ENSG00000128310,6B40,Post traumatic stress disorder,0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
O60755,galr3_human,ENSG00000128310,6C40.1Z,"Harmful pattern of use of alcohol, unspecified",0.0029566388374776143,,,,,,,,,,,,,,,,,,,,0.024317231904464845,,
O60755,galr3_human,ENSG00000128310,6C4E.2Z,"Other specified psychoactive substance dependence, unspecified",0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
O60755,galr3_human,ENSG00000128310,6C4G.2Z,"Unknown or unspecified psychoactive substance dependence, substance and state of remission unspecified",0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
O60755,galr3_human,ENSG00000128310,8A40.Z,"Multiple sclerosis, unspecified",0.002525387494165046,,,,,,,,,,,,,,,,,,,,0.012158615952232422,0.01773069934892154,
O60755,galr3_human,ENSG00000128310,BC81.3Z,"Atrial fibrillation, unspecified",0.0022174791281082107,,,,,,,,,,,,,,,,,,,,0.01823792392834863,,
O60755,galr3_human,ENSG00000128310,DB92.Y,Other specified non-alcoholic fatty liver disease,0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
O60755,galr3_human,ENSG00000128310,DD7Z,"Inflammatory bowel diseases, unspecified",0.02587058982792912,,,,,,,,,,,,,,,,,,,,0.21277577916406737,,
O60755,galr3_human,ENSG00000128310,EA8Z,"Dermatitis or eczema, unspecified",0.002751316695986113,,,,,,,,,,,,,,,,,,,,0.02262853524443256,,
O60755,galr3_human,ENSG00000128310,EA90.Z,Psoriasis of unspecified type,0.014855056936910098,,,,,,,,,,,,,,,,,,,,0.12217720335333551,,
O60755,galr3_human,ENSG00000128310,FA20.Z,"Rheumatoid arthritis, serology unspecified",0.0073915970936940375,,,,,,,,,,,,,,,,,,,,0.06079307976116211,,
O60755,galr3_human,ENSG00000128310,MB24.3,Anxiety,0.012331673367020296,,,,,,,,,,,,,,,,,,,,0.10142333153269882,,
O60755,galr3_human,ENSG00000128310,MD92,Dyspepsia,0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
P32239,gasr_human,ENSG00000110148,1H0Z,"Infection, unspecified",0.008261752329335018,,,,,,,,,,,,,,,,,,,,0.06794977620637892,,
P32239,gasr_human,ENSG00000110148,2A00.00,Glioblastoma of brain,0.021490154290672348,,,,,,,,,,,,,,,,,,,,0.028876712886552,0.32196030981473184,
P32239,gasr_human,ENSG00000110148,2A00.10,Medulloblastoma of brain,0.025094472133091253,,,,,,,,,,,,,,,,,,,,,0.20639250578914534,
P32239,gasr_human,ENSG00000110148,2A0Z,Other and unspecified neoplasms of brain or central nervous system,0.043174318624266864,,,,,,,,,,,,,,,,,,,,,0.35509237888494793,
P32239,gasr_human,ENSG00000110148,2B90.Y,Other specified malignant neoplasms of colon,0.007352573316067294,,,,,,,,,,,,,,,,,,,,0.06047212400616454,,
P32239,gasr_human,ENSG00000110148,2B90.Z,"Malignant neoplasms of colon, unspecified",0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
P32239,gasr_human,ENSG00000110148,2B91.Z,"Malignant neoplasms of rectosigmoid junction, unspecified",0.013305895093985044,,,,,,,,,,,,,,,,,,,,0.10943593535859625,,
P32239,gasr_human,ENSG00000110148,2C10.1,Neuroendocrine neoplasms of pancreas,0.0014783194187388072,,,,,,,,,,,,,,,,,,,,0.012158615952232422,,
P32239,gasr_human,ENSG00000110148,2C10.Y,Other specified malignant neoplasms of pancreas,0.041054983157118786,,,,,,,,,,,,,,,0.06079307976116211,,,,,0.11438122445112499,0.04590849948877346,
P32239,gasr_human,ENSG00000110148,2C10.Z,"Malignant neoplasm of pancreas, unspecified",0.022633283241454787,,,,,,,,,,,,,,,,,,,,0.18615016158396822,,
P32239,gasr_human,ENSG00000110148,2C12.02,Hepatocellular carcinoma of liver,0.024496374106134946,,,,,,,,,,,,,,,,,,,,0.20147337659462144,,
P32239,gasr_human,ENSG00000110148,2C25.1,Small cell carcinoma of bronchus or lung,0.02233578830414065,,,,,,,,,,,,,,,,,,,,0.18370337867312614,,
P32239,gasr_human,ENSG00000110148,2C25.Y,Other specified malignant neoplasms of bronchus or lung,0.00522811768879809,,,,,,,,,,,,,,,,,,,,0.04299928305440196,,
P32239,gasr_human,ENSG00000110148,2C30.Z,"Melanoma of skin, unspecified",0.03381214227760815,,,,,,,,,,,,,,,,,,,,0.278092032929126,,
P32239,gasr_human,ENSG00000110148,2C32.Z,"Basal cell carcinoma of skin, unspecified",0.011087395640541052,,,,,,,,,,,,,,,,,,,,0.09118961964174316,,
P32239,gasr_human,ENSG00000110148,2C6Y,Other specified malignant neoplasms of breast,0.026293979511945918,,,,,,,,,,,,,,,,,,,,,0.21625799856864567,
P32239,gasr_human,ENSG00000110148,2C6Z,"Malignant neoplasms of breast, unspecified",0.07428555079162505,,,,,,,,,,,,,,,,,,,,0.6109704515996791,,
