,Drug Name,Drug Class,LigandType,ModeOfAction,DrugAliases,TargetCategory,Gene,EntryName,Uniprot,Class,Target class,Subfamily,Target_novelty,INDEX,Trial name,Indication(s),Phase,PhaseDate,ClinicalStatus,Status,Approval,Note
1376,adx10059,small molecule,Amino acid ,NAM,,primary,GRM5,grm5_human,P41594,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,established,62,adx10059,Anti-migraine ; gastroesophageal reflux disease,2,2008,discontinued,in trial,-,
1377,adx-48621,small molecule,Amino acid ,NAM,,primary,GRM5,grm5_human,P41594,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,established,2472,adx-48621,Antiparkinson,2,2011,Completed,in trial,-,
1378,azd2066,small molecule,Amino acid ,antagonist,,primary,GRM5,grm5_human,P41594,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,established,308,azd2066,Analgesics; gastroesophageal reflux disease,2,2010,discontinued,in trial,-,
1379,basimglurant,small molecule,Amino acid ,NAM,,primary,GRM5,grm5_human,P41594,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,established,ASH_Sep2016_341,basimglurant,fragile x syndrome,2,2015,Completed,in trial,-,
1380,dipraglurant,small molecule,Amino acid ,NAM,,primary,GRM5,grm5_human,P41594,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,established,ASH_Sep2016_339,dipraglurant,Antiparkinson,2,2011,Completed,in trial,-,
1381,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM5,grm5_human,P41594,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,established,MMAmar2016_0122,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,Completed,in trial,-,
1382,mavoglurant,small molecule,Amino acid ,antagonist,,primary,GRM5,grm5_human,P41594,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,established,ASH_Sep2016_340,mavoglurant,obsessive-compulsive disorder,2,2016,recruiting,in trial,-,
1383,ro4917523,small molecule,Amino acid ,antagonist,,primary,GRM5,grm5_human,P41594,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,established,MMAmay2016_0177,ro4917523,"Major depressive disorder, Fragile X syndrome",2,2012,discontinued,in trial,-,discontinued due to negative results
1384,stx107,small molecule,Amino acid ,NAM,,primary,GRM5,grm5_human,P41594,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,established,1906,stx107,Fragile X syndrome,2,2011,Completed,in trial,-,
1385,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM6,grm6_human,O15303,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,MMAmar2016_0125,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,Completed,in trial,-,
1386,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM7,grm7_human,Q14831,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,MMAmar2016_0124,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,Completed,in trial,-,
1387,fasoracetam monohydrate,small molecule,Amino acid ,not available,,primary,GRM8,grm8_human,O00222,Class C (Glutamate) ,GPCR;Glutamate,Metabotropic glutamate receptors,not established,MMAmar2016_0125,nfc-1,attention deficit hyperactivity disorder (ADHD),3,2016,Completed,in trial,-,
1388,gamma hydroxybutyric acid,small molecule,Alicarboxylic acid ,agonist,,secondary,HCAR1,hcar1_human,Q9BXC0,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,ASH_Oct2016_437,sodium oxybate,Hypnotics and Sedatives,4,,-,approved,2002,
1389,acipimox,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR2,hcar2_human,Q8TDS4,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,ASH_Oct2016_428,acipimox,lipid-lowering,4,,-,approved,2003,
1390,ari-3037mo,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR2,hcar2_human,Q8TDS4,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,226,ari-3037mo,Vitamin B analog; for treatment for hyperlipidemia,2,2015,Completed,in trial,-,
1391,cer627,small molecule: combination,Alicarboxylic acid ,agonist,,primary,HCAR2,hcar2_human,Q8TDS4,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,MMA2015_0072,cer627,Dyslipidemia with low HDL,1,2010,discontinued,in trial,-,
1392,mepenzolate,small molecule,Alicarboxylic acid ,antagonist,,secondary,HCAR2,hcar2_human,Q8TDS4,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,NRDD324,-,Antispasmodics,4,,-,approved,1956,
1393,niacin,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR2,hcar2_human,Q8TDS4,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,467,cer627,Antidyslipidaemic,1,2010,discontinued,in trial,-,
1394,niacin,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR2,hcar2_human,Q8TDS4,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,1300,"mk-0524a, er niacin/laropiprant,tredaptive, trevaclyn, pelzont",Antidyslipidaemic,3,2011,discontinued,in trial,-,
1395,niacin,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR2,hcar2_human,Q8TDS4,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,1301,"mk-0542b, extended release niacin + laropiprant +simvastatin",Antidyslipidaemic,3,2011,discontinued,in trial,-,
1396,niacin,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR2,hcar2_human,Q8TDS4,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,1546,"oxycodone hcl + niacin,acurox, oxyadf",substance abuse deterrant,3,2010,discontinued,in trial,-,rejected for approval by FDA in 2010
1397,niacin,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR2,hcar2_human,Q8TDS4,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,2468,"niacin extended-release tablets,niaspan",Antihyperlipidemic,4,,-,approved,1997,
1398,niacin receptor agonist,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR2,hcar2_human,Q8TDS4,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,1412,niacin receptor agonist,Anti-atherosclerotic,2,2009,discontinued,in trial,-,
1399,ari-3037mo,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR3,hcar3_human,P49019,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,226,ari-3037mo,Vitamin B analog; for treatment for hyperlipidemia,2,2015,Completed,in trial,-,
1400,cer627,small molecule: combination,Alicarboxylic acid ,agonist,,primary,HCAR3,hcar3_human,P49019,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,MMA2015_0071,cer627,Dyslipidemia with low HDL,1,2010,discontinued,in trial,-,
1401,mepenzolate,small molecule,Alicarboxylic acid ,antagonist,,secondary,HCAR3,hcar3_human,P49019,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,NRDD324,-,Antispasmodics,4,,-,approved,1956,
1402,niacin,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR3,hcar3_human,P49019,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,467,cer627,Antidyslipidaemic,1,2010,discontinued,in trial,-,
1403,niacin,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR3,hcar3_human,P49019,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,1300,"mk-0524a, er niacin/laropiprant,tredaptive, trevaclyn, pelzont",Antidyslipidaemic,3,2011,discontinued,in trial,-,
1404,niacin,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR3,hcar3_human,P49019,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,1301,"mk-0542b, extended release niacin + laropiprant +simvastatin",Antidyslipidaemic,3,2011,discontinued,in trial,-,
1405,niacin,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR3,hcar3_human,P49019,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,1546,"oxycodone hcl + niacin,acurox, oxyadf",substance abuse deterrant,3,2010,discontinued,in trial,-,rejected for approval by FDA in 2010
1406,niacin,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR3,hcar3_human,P49019,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,2468,"niacin extended-release tablets,niaspan",Antihyperlipidemic,4,,-,approved,1997,
1407,niacin receptor agonist,small molecule,Alicarboxylic acid ,agonist,,primary,HCAR3,hcar3_human,P49019,Class A (Rhodopsin),GPCR;Rhodopsin,Hydroxycarboxylic acid receptors,established,1412,niacin receptor agonist,Anti-atherosclerotic,2,2009,discontinued,in trial,-,
1408,almorexant,small molecule,Peptide ,antagonist,,primary,HCRTR1,ox1r_human,O43613,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,119,"almorexant, act-078573",sleep disorder treatment,3,2009,discontinued,in trial,-,Not marketed-dropped in 2011 because of side effects profile
1409,lemborexant,small molecule,Peptide ,antagonist,,primary,HCRTR1,ox1r_human,O43613,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,ASH_Sep2016_278,lemborexant,insomnia,2,2016,recruiting,in trial,-,
1410,sb-649868,small molecule,Peptide ,antagonist,,primary,HCRTR1,ox1r_human,O43613,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,ASH_Sep2016_277,sb-649868,insomnia,2,2007,Completed,in trial,-,Suspected discontinued
1411,suvorexant,small molecule,Peptide ,antagonist,,primary,HCRTR1,ox1r_human,O43613,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,1304,mk-4305,Hypnotics and Sedatives,4,,-,approved,2014,
1412,almorexant,small molecule,Peptide ,antagonist,,primary,HCRTR2,ox2r_human,O43614,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,119,"almorexant, act-078573",sleep disorder treatment,3,2009,discontinued,in trial,-,Not marketed-dropped in 2011 because of side effects profile
1413,lemborexant,small molecule,Peptide ,antagonist,,primary,HCRTR2,ox2r_human,O43614,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,ASH_Sep2016_280,lemborexant,insomnia,2,2016,recruiting,in trial,-,
1414,min-202,small molecule,Peptide ,antagonist,jnj-42847922,primary,HCRTR2,ox2r_human,O43614,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,MMA2016_0029,"min-202, jnj-42847922",Anti-depressant and sleep disorder therapy,2,2015,Completed,in trial,-,
1415,sb-649868,small molecule,Peptide ,antagonist,,primary,HCRTR2,ox2r_human,O43614,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,ASH_Sep2016_279,sb-649868,insomnia,2,2007,Completed,in trial,-,Suspected discontinued
1416,suvorexant,small molecule,Peptide ,antagonist,,primary,HCRTR2,ox2r_human,O43614,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,1304,mk-4305,Hypnotics and Sedatives,4,,-,approved,2014,
1417,aceprometazine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD003,-,Hypnotics and Sedatives,4,,-,approved,-,Withdrawn in EU - not sure if ever in trials in US
1418,acrivastine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_235,acrivastine,Anti-Allergic,4,,-,approved,1994,
1419,alcaftadine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD011,-,Anti-Allergic,4,,-,approved,2010,
1420,antazoline,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_232,antazoline,atrial fibrillation,4,,-,approved,1994,
1421,asenapine,small molecule,Aminergic ,antagonist,,secondary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,250,asenapine,schizophrenia,4,,-,approved,2009,
1422,astemizole,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD037,-,Anti-Allergic,4,,-,approved,1988,
1423,azatadine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD041,-,Anti-Allergic,4,,-,approved,1977,
1424,azelastine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,456,"cdx-313, budesonide + azelastine nasal spray",Anti-Allergic,2,2009,Completed,in trial,-,
1425,azelastine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,313,azelastine,Anti-Allergic,4,,-,approved,1996,
1426,azelastine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,314,"azelastine hydrochloride nasal spray,astepro",Anti-Allergic,4,,-,approved,1996,
1427,azelastine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,679,"dymista, azelastine hydrochloride + fluticasone propionate, mp29-02",Anti-Allergic,4,,-,approved,2012,
1428,benzquinamide,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD047,-,Antiemetics; Antipsychotic,4,,-,withdrawn,1974,
1429,bepotastine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,336,"bepotastine besilate,bepreve, talion",Anti-Allergic,4,,-,approved,2009,
1430,betahistine,small molecule,Aminergic ,agonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,1464,"obe101,histalean,anti-obesity ",Anti-obesity,2,2008,discontinued,in trial,-,
1431,betahistine,small molecule,Aminergic ,agonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,MMAmay2016_0919,betahistine,vertigo,4,,-,approved,1970,
1432,bilastine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Oct2016_359,bilastine,Anti-Allergic,4,,-,approved,2010,
1433,bl-1020,small molecule,Aminergic ,agonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,2424,bl-1020,schizophrenia,3,2011,Terminated,in trial,-,
1434,bromodiphenhydramine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD062,-,Anti-Allergic,4,,-,approved,1954,
1435,brompheniramine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD063,-,Anti-Allergic,4,,-,approved,1957,
1436,buclizine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD064,-,Antiemetics,4,,-,approved,1982,
1437,butriptyline,small molecule,Peptide ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Endothelin receptors,established,ASH_Oct2016_363,butriptyline,Anti-depressant,4,,-,approved,1974,
1438,carbinoxamine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD080,-,Anti-Allergic,4,,-,approved,2003,
1439,cetirizine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,471,"cetirizine hcl,zyrtec",Anti-Allergic,4,,-,approved,2007,
1440,chlophedianol,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD087,-,Antitussive,4,,-,approved,1987,Not available in US- discontinued
1441,chlorcyclizine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Oct2016_358,chlorcyclizine,Anti-Allergic,4,,-,approved,-,
1442,chloropyramine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Oct2016_356,chloropyramine,Anti-Allergic,4,,-,approved,-,
1443,chlorpheniramine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD094,-,Anti-Allergic,4,,-,approved,1950,
1444,chlorprothixene,small molecule,Aminergic ,antagonist,,secondary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD096,-,schizophrenia,4,,-,approved,1967,
1445,cinnarizine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD107,-,Anti-Allergic,4,,-,approved,1989,
1446,clemastine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD112,-,Anti-Allergic,4,,-,approved,1977,
1447,clofedanol,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Oct2016_397,clofedanol,antitussive,4,,-,approved,1987,
1448,clozapine,small molecule,Aminergic ,antagonist,,secondary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD120,-,schizophrenia,4,,-,approved,1989,
1449,cyclizine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD130,-,Antiemetics,4,,-,approved,1982,
1450,cyproheptadine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD135,-,Anti-Allergic ; Appetite Stimulant,4,,-,approved,1961,
1451,desipramine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD148,-,Anti-depressant,4,,-,approved,1964,
1452,desloratadine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,620,"desloratadine , clarinex",Anti-Allergic,4,,-,approved,2001,
1453,dexbrompheniramine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD153,-,Anti-Allergic,4,,-,approved,1963,
1454,dexchlorpheniramine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_238,dexchlorpheniramine,sunburn,4,,-,approved,1981,
1455,dimenhydrinate,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD170,-,Antiemetics,4,,-,approved,1972,
1456,dimetindene,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Oct2016_357,dimetindene,Anti-Allergic,4,,-,approved,-,
1457,diphenhydramine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD174,-,Anti-Allergic ; Hypnotics and sedatives; Antiemetics; Antipruritics; Antitussives,4,,-,approved,1946,
1458,diphenylpyraline,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD177,-,Anti-Allergic,4,,-,approved,1982,
1459,doxepin,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,1851,silenor (so-101),Hypnotics and Sedatives,4,,-,approved,1969,
1460,doxylamine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD188,-,Anti-Allergic ; Antiemetics; Antitussive ; Hypnotics and Sedatives,4,,-,approved,1948,
1461,doxylamine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,MMAmay2016_0669,diclectin + diclegis; doxylamine succinate + pyridoxine hydrochloride dr tablets,Antihistamine; for nausea and vomiting of pregnancy,4,,-,approved,1948,
1462,emedastine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD199,-,Anti-Allergic,4,,-,approved,1997,
1463,epinastine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,719,epinastine,Anti-Allergic,4,,-,approved,2003,
1464,esmirtazapine,small molecule,Aminergic ,antagonist,,,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_237,esmirtazapine,insomnia,3,2008,discontinued,in trial,-,
1465,fexofenadine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,789,fexofenadine + ps/,Anti-Allergic,4,,-,approved,1996,
1466,flunarizine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD236,-,Anticonvulsants; Vasodilator,4,,-,approved,1968,
1467,gsk-1004723,small molecule,Aminergic ,antagonist,,,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,878,gsk-1004723,Anti-Allergic,2,2009,discontinued,in trial,-,
1468,histamine,small molecule,Aminergic ,agonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_239,histamine,Anti-migraine,4,,-,approved,1939,
1469,hydroxyzine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD275,-,Antipruritics; Anxiolytics sedatives and hypnotics,4,,-,approved,1956,
1470,iloperidone,small molecule,Aminergic ,antagonist,,secondary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,951,"iloperidone,fanapt, fiapta, zomaril",Antipsychotic ; atypical,4,,-,approved,2009,
1471,isothipendyl,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Oct2016_373,isothipendyl,antipruritic,4,,-,approved,-,
1472,ketotifen,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,1074,"ketotifen fumarate,zaditen, zaditor",Anti-Allergic,4,,-,approved,1999,
1473,levocabastine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD301,-,Anti-Allergic,4,,-,approved,1993,
1474,levocetirizine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,1118,"levocetirizine dihydrochloride,xusal, xyzal",Anti-Allergic,4,,-,approved,2007,Actually approved in 2007 but not considered a NME because enantiomer of cetirizine  I think
1475,levomepromazine,small molecule,Aminergic ,antagonist,,secondary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD342,-,schizophrenia,4,,-,approved,1982,Approved prior to 1982 and then discontinued
1476,loratadine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,1163,"loratadine + montelukast sodium,claritin + singulair",Anti-Asthmatic,4,,-,approved,1993,
1477,meclizine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD315,-,Antiemetics,4,,-,approved,1957,
1478,mequitazine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD329,-,Anti-Allergic,4,,-,approved,-,"Marketed but I don't think fda approved, if so then long ago"
1479,methdilazine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD339,-,Anti-Allergic,4,,-,approved,1982,
1480,mianserin,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,NRDD363,-,Anti-depressant,4,,-,approved,1996,"Doesn't appear to be FDA approved, but analogue mirtazapine is "
1481,ncx 1510,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,1390,"ncx 1510, ox-nla",Anti-Allergic,2,2009,Completed,in trial,-,
1482,olanzapine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,1476,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",Anti-depressant,4,,-,approved,1996,
1483,olanzapine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,APR13_0013,alks 3831,schizophrenia,4,,-,approved,1996,
1484,olanzapine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,MMAmay2016_0205,"alks 3831,  olanzapine + alks 33,samidorphan",schizophrenia,4,,-,approved,1996,
