,Drug Name,Drug Class,LigandType,ModeOfAction,DrugAliases,TargetCategory,Gene,EntryName,Uniprot,Class,Target class,Subfamily,Target_novelty,INDEX,Trial name,Indication(s),Phase,PhaseDate,ClinicalStatus,Status,Approval,Note
1479,carteolol,small molecule,Aminergic ,antagonist,,secondary,ADRB3,adrb3_human,P13945,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_194,carteolol,Antiglaucomic,4,,-,approved,1988,
1480,labetalol,small molecule,Aminergic ,antagonist,,primary,ADRB3,adrb3_human,P13945,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_195,labetalol,cardiovascular disease,4,,-,approved,1984,
1481,mephentermine,small molecule,Aminergic ,agonist,,primary,ADRB3,adrb3_human,P13945,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_196,mephentermine,cardiovascular disease,4,,-,approved,1951,
1482,dipivefrin,small molecule,Aminergic ,agonist,,secondary,ADRB3,adrb3_human,P13945,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Sep2016_197,dipivefrin,Antiglaucomic,4,,-,approved,1980,
1483,ergoloid,small molecule,Aminergic ,agonist,,secondary,DRD1,drd1_human,P21728,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_198,ergoloid,cardiovascular disease,4,,-,approved,1953,
1484,pimozide,small molecule,Aminergic ,antagonist,,secondary,DRD1,drd1_human,P21728,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_199,pimozide,psychosis,4,,-,approved,1984,
1485,lecozotan,small molecule,Aminergic ,antagonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_2,lecozotan,Alzheimer's disease,3,2006,discontinued,in trial,-,
1486,pimozide,small molecule,Aminergic ,antagonist,,secondary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_20,pimozide,psychosis,4,,-,approved,1984,
1487,amoxapine,small molecule,Aminergic ,antagonist,,primary,DRD1,drd1_human,P21728,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_200,amoxapine,unipolar depression,4,,-,approved,1980,
1488,droperidol,small molecule,Aminergic ,antagonist,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_201,droperidol,vomiting,4,,-,approved,1970,
1489,haloperidol,small molecule,Aminergic ,antagonist,,secondary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_202,haloperidol,gastroparesis,4,,-,approved,1967,
1490,trifluoperazine,small molecule,Aminergic ,antagonist,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_203,trifluoperazine,psychosis,4,,-,approved,1959,
1491,chlorpromazine,small molecule,Aminergic ,antagonist,,secondary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_204,chlorpromazine,psychosis,4,,-,approved,1957,
1492,thioridazine,small molecule,Aminergic ,antagonist,,secondary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_205,thioridazine,psychosis,4,,-,approved,1962,
1493,ergoloid,small molecule,Aminergic ,agonist,,secondary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_206,ergoloid,cardiovascular disease,4,,-,approved,1953,
1494,loxapine,small molecule,Aminergic ,antagonist,,secondary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_207,loxapine,psychosis,4,,-,approved,1975,
1495,promazine,small molecule,Aminergic ,antagonist,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_208,promazine,psychosis,4,,-,approved,1956,
1496,pergolide,small molecule,Aminergic ,agonist,,secondary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_209,pergolide,Antiparkinson,4,,-,approved,1988,
1497,haloperidol decanoate,small molecule,Aminergic ,antagonist,,secondary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_21,haloperidol decanoate,psychosis,4,,-,approved,1986,
1498,amoxapine,small molecule,Aminergic ,antagonist,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_210,amoxapine,unipolar depression,4,,-,approved,1980,
1499,pimozide,small molecule,Aminergic ,antagonist,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_211,pimozide,psychosis,4,,-,approved,1984,
1500,haloperidol decanoate,small molecule,Aminergic ,antagonist,,secondary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_212,haloperidol decanoate,psychosis,4,,-,approved,1986,
1501,levomepromazine,small molecule,Aminergic ,antagonist,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_213,levomepromazine,psychosis,4,,-,approved,1982,Approved prior to 1982 and then discontinued
1502,haloperidol,small molecule,Aminergic ,antagonist,,secondary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_214,haloperidol,schizophrenia,4,,-,approved,1967,
1503,ergoloid,small molecule,Aminergic ,agonist,,secondary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_215,ergoloid,cardiovascular disease,4,,-,approved,1953,
1504,bromocriptine,small molecule,Aminergic ,agonist,,secondary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_216,bromocriptine,growth hormone excess,4,,-,approved,1978,
1505,trifluoperazine,small molecule,Aminergic ,antagonist,,primary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_217,trifluoperazine,psychosis,4,,-,approved,1959,
1506,ropinirole,small molecule,Aminergic ,agonist,,primary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_218,ropinirole,Antiparkinson,4,,-,approved,1997,
1507,thioridazine,small molecule,Aminergic ,antagonist,,secondary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_219,thioridazine,psychosis,4,,-,approved,1962,
1508,vabicaserin,small molecule,Aminergic ,agonist,,secondary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_22,vabicaserin,schizophrenia,2,2008,discontinued,in trial,-,
1509,chlorpromazine,small molecule,Aminergic ,antagonist,,secondary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_220,chlorpromazine,psychosis,4,,-,approved,1957,
1510,amoxapine,small molecule,Aminergic ,antagonist,,primary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_221,amoxapine,unipolar depression,4,,-,approved,1980,
1511,pimozide,small molecule,Aminergic ,antagonist,,secondary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_222,pimozide,psychosis,4,,-,approved,1984,
1512,loxapine,small molecule,Aminergic ,antagonist,,secondary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_223,loxapine,psychosis,4,,-,approved,1975,
1513,droperidol,small molecule,Aminergic ,antagonist,,primary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_224,droperidol,psychosis,4,,-,approved,1970,
1514,levomepromazine,small molecule,Aminergic ,antagonist,,primary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_225,levomepromazine,psychosis,4,,-,approved,1982,Approved prior to 1982 and then discontinued
1515,pergolide,small molecule,Aminergic ,agonist,,secondary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_226,pergolide,Antiparkinson,4,,-,approved,1988,
1516,haloperidol decanoate,small molecule,Aminergic ,antagonist,,secondary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_227,haloperidol decanoate,psychosis,4,,-,approved,1986,
1517,amoxapine,small molecule,Aminergic ,antagonist,,primary,DRD5,drd5_human,P21918,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_228,amoxapine,unipolar depression,4,,-,approved,1980,
1518,ergoloid,small molecule,Aminergic ,agonist,,secondary,DRD5,drd5_human,P21918,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_229,ergoloid,cardiovascular disease,4,,-,approved,1953,
1519,pimozide,small molecule,Aminergic ,antagonist,,secondary,DRD5,drd5_human,P21918,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_230,pimozide,psychosis,4,,-,approved,1984,
1520,pergolide,small molecule,Aminergic ,agonist,,secondary,DRD5,drd5_human,P21918,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,ASH_Sep2016_231,pergolide,Antiparkinson,4,,-,approved,1988,
1521,antazoline,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_232,antazoline,atrial fibrillation,4,,-,approved,1994,
1522,tolazoline,small molecule,Aminergic ,agonist,,secondary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_233,tolazoline,cardiovascular disease,4,,-,approved,1948,
1523,trimipramine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_234,trimipramine,unipolar depression,4,,-,approved,1979,
1524,acrivastine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_235,acrivastine,Anti-Allergic,4,,-,approved,1994,
1525,pyrilamine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_236,pyrilamine,pruritus,4,,-,approved,1973,
1526,esmirtazapine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_237,esmirtazapine,insomnia,3,2008,discontinued,in trial,-,
1527,dexchlorpheniramine,small molecule,Aminergic ,antagonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_238,dexchlorpheniramine,sunburn,4,,-,approved,1981,
1528,histamine,small molecule,Aminergic ,agonist,,primary,HRH1,hrh1_human,P35367,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_239,histamine,Anti-migraine,4,,-,approved,1939,
1529,temanogrel,small molecule,Aminergic ,inverse agonist,,primary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_24,temanogrel,acute coronary syndrome,1,2015,unknown,in trial,-,
1530,methantheline,small molecule,Aminergic ,antagonist,,primary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_240,methantheline,digestive system disease,4,,-,approved,1951,
1531,tolazoline,small molecule,Aminergic ,agonist,,secondary,HRH2,hrh2_human,P25021,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_241,tolazoline,arthralgia,4,,-,approved,1948,
1532,pitolisant,small molecule,Aminergic ,inverse agonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_242,pitolisant,Antiparkinson,3,2016,not open yet,in trial,-,
1533,bavisant,small molecule,Aminergic ,antagonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_243,bavisant,attention deficit hyperactivity disorder,2,2011,withdrawn,in trial,-,No development reported
1534,pf-03654764,small molecule,Aminergic ,antagonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_244,pf-03654764,allergic rhinitis,2,2009,discontinued,in trial,-,
1535,pf-03654746,small molecule,Aminergic ,antagonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_245,pf-03654746,allergic rhinitis,2,2011,discontinued,in trial,-,
1536,irdabisant,small molecule,Aminergic ,antagonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_246,irdabisant,cognitive impairment,1,2013,completed,in trial,-,
1537,toreforant,small molecule,Aminergic ,antagonist,,primary,HRH4,hrh4_human,Q9H3N8,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,ASH_Sep2016_247,toreforant,Anti-Asthmatic,2,2014,completed,in trial,-,
1538,methysergide,small molecule,Aminergic ,antagonist,,primary,HTR2B,5ht2b_human,P41595,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_25,methysergide,Anti-migraine,4,,-,approved,1962,
1539,olmesartan medoxomil,small molecule,Peptide,antagonist,,primary,AGTR1,agtr1_human,P30556,Class A (Rhodopsin),GPCR;Rhodopsin,Angiotensin receptors,established,ASH_Sep2016_250,olmesartan medoxomil,cardiovascular disease,4,,-,approved,2002,
1540,tezosentan,small molecule,Peptide,antagonist,,primary,EDNRA,ednra_human,P25101,Class A (Rhodopsin),GPCR;Rhodopsin,Endothelin receptors,established,ASH_Sep2016_251,tezosentan,heart failure,3,2006,discontinued,in trial,-,
1541,tezosentan,small molecule,Peptide,antagonist,,primary,EDNRB,ednrb_human,P24530,Class A (Rhodopsin),GPCR;Rhodopsin,Endothelin receptors,established,ASH_Sep2016_252,tezosentan,heart failure,3,2006,discontinued,in trial,-,
1542,darusentan,small molecule,Peptide,antagonist,,secondary,EDNRB,ednrb_human,P24530,Class A (Rhodopsin),GPCR;Rhodopsin,Endothelin receptors,established,ASH_Sep2016_253,darusentan,Antihypertensive,3,2006,discontinued,in trial,-,
1543,goserelin,peptide,Peptide,agonist,,primary,GNRHR,gnrhr_human,P30968,Class A (Rhodopsin),GPCR;Rhodopsin,Gonadotrophin-releasing hormone receptors,established,ASH_Sep2016_255,goserelin,Antineoplastic,4,,-,approved,1989,
1544,ganirelix acetate,small molecule,Peptide,antagonist,,primary,GNRHR,gnrhr_human,P30968,Class A (Rhodopsin),GPCR;Rhodopsin,Gonadotrophin-releasing hormone receptors,established,ASH_Sep2016_256,ganirelix acetate,Fertility,4,,-,approved,1999,
1545,elagolix,small molecule,Peptide,antagonist,,primary,GNRHR,gnrhr_human,P30968,Class A (Rhodopsin),GPCR;Rhodopsin,Gonadotrophin-releasing hormone receptors,established,ASH_Sep2016_257,elagolix,endometriosis,3,2016,recruiting,in trial,-,
1546,relugolix,small molecule,Peptide,antagonist,,primary,GNRHR,gnrhr_human,P30968,Class A (Rhodopsin),GPCR;Rhodopsin,Gonadotrophin-releasing hormone receptors,established,ASH_Sep2016_258,relugolix,endometriosis,3,2017,recruiting,in trial,-,
1547,modimelanotide,protein,Peptide,agonist,,primary,MC1R,mshr_human,Q01726,Class A (Rhodopsin),GPCR;Rhodopsin,Melanocortin receptors,not established,ASH_Sep2016_259,modimelanotide,acute kidney injury,2,2013,discontinued,in trial,-,
1548,methylergonovine,small molecule,Aminergic ,partial agonist,,secondary,HTR2B,5ht2b_human,P41595,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_26,methylergonovine,hemorrhage,4,,-,approved,1946,
1549,bremelanotide,protein,Peptide,agonist,,primary,MC3R,mc3r_human,P41968,Class A (Rhodopsin),GPCR;Rhodopsin,Melanocortin receptors,not established,ASH_Sep2016_260,bremelanotide,sexual dysfunction,3,2015,ongoing,in trial,-,
1550,modimelanotide,protein,Peptide,agonist,,primary,MC3R,mc3r_human,P41968,Class A (Rhodopsin),GPCR;Rhodopsin,Melanocortin receptors,not established,ASH_Sep2016_261,modimelanotide,acute kidney injury,2,2013,discontinued,in trial,-,
1551,camicinal,small molecule,Peptide,agonist,,primary,MLNR,mtlr_human,O43193,Class A (Rhodopsin),GPCR;Rhodopsin,Motilin receptors,not established,ASH_Sep2016_262,camicinal,gastroparesis,2,2014,completed,in trial,-,
1552,odelepran,small molecule,Peptide,antagonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,ASH_Sep2016_263,odelepran,alcohol dependence,2,2008,discontinued,in trial,-,
1553,cebranopadol,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,ASH_Sep2016_264,cebranopadol,diabetic neuropathy,3,2016,recruiting,in trial,-,
1554,hydrocodone,small molecule,Peptide,agonist,,secondary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,ASH_Sep2016_265,hydrocodone,Analgesics,4,,-,approved,2013,
1555,oxymorphone,small molecule,Peptide,agonist,,secondary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,ASH_Sep2016_266,oxymorphone,opiate dependence,4,,-,approved,1959,
1556,cebranopadol,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,ASH_Sep2016_267,cebranopadol,diabetic neuropathy,3,2016,recruiting,in trial,-,
1557,odelepran,small molecule,Peptide,antagonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,ASH_Sep2016_268,odelepran,alcohol dependence,2,2008,discontinued,in trial,-,
1558,dihydrocodeine,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,ASH_Sep2016_269,dihydrocodeine,Analgesics,4,,-,approved,1958,
1559,vabicaserin,small molecule,Aminergic ,agonist,,secondary,HTR2B,5ht2b_human,P41595,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_27,vabicaserin,schizophrenia,2,2008,discontinued,in trial,-,
1560,meperidine,small molecule,Peptide,agonist,,secondary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,ASH_Sep2016_270,meperidine,Analgesics,4,,-,approved,1942,
1561,difenoxin,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,ASH_Sep2016_271,difenoxin,recurrent infection of the gastrointestinal tract,4,,-,approved,1978,
1562,cebranopadol,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,ASH_Sep2016_273,cebranopadol,"osteoarthritis, knee",3,2016,recruiting,in trial,-,
1563,odelepran,small molecule,Peptide,antagonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,ASH_Sep2016_275,odelepran,alcohol dependence,2,2008,discontinued,in trial,-,
1564,cebranopadol,small molecule,Peptide,agonist,,primary,OPRL1,oprx_human,P41146,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,not established,ASH_Sep2016_276,cebranopadol,Analgesics,3,2016,recruiting,in trial,-,
1565,sb-649868,small molecule,Peptide,antagonist,,primary,HCRTR1,ox1r_human,O43613,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,ASH_Sep2016_277,sb-649868,insomnia,2,2007,completed,in trial,-,Suspected discontinued
1566,lemborexant,small molecule,Peptide,antagonist,,primary,HCRTR1,ox1r_human,O43613,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,ASH_Sep2016_278,lemborexant,insomnia,2,2016,recruiting,in trial,-,
1567,sb-649868,small molecule,Peptide,antagonist,,primary,HCRTR2,ox2r_human,O43614,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,ASH_Sep2016_279,sb-649868,insomnia,2,2007,completed,in trial,-,Suspected discontinued
1568,risperidone,small molecule,Aminergic ,antagonist,,secondary,HTR2C,5ht2c_human,P28335,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_28,risperidone,schizophrenia,4,,-,approved,1993,
1569,lemborexant,small molecule,Peptide,antagonist,,primary,HCRTR2,ox2r_human,O43614,Class A (Rhodopsin),GPCR;Rhodopsin,Orexin receptors,established,ASH_Sep2016_280,lemborexant,insomnia,2,2016,recruiting,in trial,-,
1570,atopaxar,small molecule,Peptide,antagonist,,primary,F2R,par1_human,P25116,Class A (Rhodopsin),GPCR;Rhodopsin,Proteinase-activated receptors,established,ASH_Sep2016_282,atopaxar,acute coronary syndrome,2,2007,discontinued,in trial,-,
1571,lanreotide,peptide,Peptide,agonist,,primary,SSTR2,ssr2_human,P30874,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,ASH_Sep2016_283,lanreotide,Antineoplastic,4,,-,approved,2007,
1572,octreotide,peptide,Peptide,agonist,,primary,SSTR3,ssr3_human,P32745,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,ASH_Sep2016_284,octreotide,growth hormone excess,4,,-,approved,1988,
1573,octreotide,peptide,Peptide,agonist,,primary,SSTR4,ssr4_human,P31391,Class A (Rhodopsin),GPCR;Rhodopsin,Somatostatin receptors,established,ASH_Sep2016_285,octreotide,growth hormone excess,4,,-,approved,1988,
1574,tradipitant,small molecule,Peptide,antagonist,,primary,TACR1,nk1r_human,P25103,Class A (Rhodopsin),GPCR;Rhodopsin,Tachykinin receptors,established,ASH_Sep2016_286,tradipitant,alcohol dependence,2,2016,recruiting,in trial,-,
1575,orvepitant,small molecule,Peptide,antagonist,,primary,TACR1,nk1r_human,P25103,Class A (Rhodopsin),GPCR;Rhodopsin,Tachykinin receptors,established,ASH_Sep2016_287,orvepitant,unipolar depression,2,2016,not open yet,in trial,-,Trials had been terminated in 2009 due to assessment of isolated events of seizure during program
1576,selepressin,protein,Peptide,agonist,,primary,AVPR1A,v1ar_human,P37288,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,ASH_Sep2016_288,selepressin,septic shock,3,2015,recruiting,in trial,-,
1577,retosiban,small molecule,Peptide,antagonist,,primary,OXTR,oxyr_human,P30559,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,ASH_Sep2016_289,retosiban,premature birth,3,2015,recruiting,in trial,-,
1578,mirtazapine,small molecule,Aminergic ,antagonist,,primary,HTR2C,5ht2c_human,P28335,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_29,mirtazapine,unipolar depression,4,,-,approved,1996,
1579,barusiban,protein,Peptide,antagonist,,primary,OXTR,oxyr_human,P30559,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,ASH_Sep2016_290,barusiban,Fertility,2,2012,completed,in trial,-,
1580,epelsiban,small molecule,Peptide,antagonist,,primary,OXTR,oxyr_human,P30559,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,ASH_Sep2016_291,epelsiban,premature ejaculation,2,2016,withdrawn,in trial,-,"Had no activity since 2009, then shows 2016 a phase 2 trial, but withdrawn due to change in portfolio prioritization"
1581,cenicriviroc,small molecule,Protein,antagonist,,primary,CCR2,ccr2_human,P41597,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,not established,ASH_Sep2016_292,cenicriviroc,antiviral ; HIV,3,2017,recruiting,in trial,-,
1582,cenicriviroc,small molecule,Protein,antagonist,,primary,CCR5,ccr5_human,P51681,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,established,ASH_Sep2016_293,cenicriviroc,antiviral ; HIV,3,2017,recruiting,in trial,-,
1583,vercirnon,small molecule,Protein,antagonist,,primary,CCR9,ccr9_human,P51686,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,not established,ASH_Sep2016_294,vercirnon,crohn's disease,3,2011,discontinued,in trial,-,
1584,ladarixin,small molecule,Protein,antagonist,,primary,CXCR1,cxcr1_human,P25024,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,not established,ASH_Sep2016_296,ladarixin,bullous pemphigoid,2,2016,recruiting,in trial,-,
1585,danirixin,small molecule,Protein,antagonist,,primary,CXCR2,cxcr2_human,P25025,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,not established,ASH_Sep2016_297,"danirixin, GSK1325756",chronic obstructive pulmonary disease (COPD),2,2017,recruiting,in trial,-,
1586,ladarixin,small molecule,Protein,antagonist,,primary,CXCR2,cxcr2_human,P25025,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,not established,ASH_Sep2016_298,ladarixin,bullous pemphigoid,2,2016,recruiting,in trial,-,
1587,piclozotan,small molecule,Aminergic ,agonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_3,piclozotan,stroke,2,2008,discontinued,in trial,-,
1588,ziprasidone,small molecule,Aminergic ,antagonist,,secondary,HTR2C,5ht2c_human,P28335,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Sep2016_30,ziprasidone,schizophrenia,4,,-,approved,2001,
1589,elubrixin,small molecule,Protein,antagonist,,primary,CXCR2,cxcr2_human,P25025,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,not established,ASH_Sep2016_300,elubrixin,ulcerative colitis,2,2007,discontinued,in trial,-,
