,Approval,Class,Drug Class,Drug Name,EntryName,Gene,YearIuphar,Year FDA,INDEX,Indication(s),LigandType,Phase,Status,Subfamily,Target class,Target_novelty,Trial name,Uniprot
1239,0,Class A (Rhodopsin),small molecule,nxn-188,5ht1d_human,HTR1D,-,-,1460,Anti-migraine,Aminergic ,,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,nxn-188,P28221
1240,0,Class A (Rhodopsin),small molecule,obe001,oxyr_human,OXTR,-,-,MMAapril2016_0035,labor and delivery,Peptide ,,in trial,Vasopressin and oxytocin receptors,GPCR;Rhodopsin,established,obe001,P30559
1241,0,Class A (Rhodopsin),small molecule,obinepitide,npy2r_human,NPY2R,-,-,2027,Anti-obesity,Peptide ,,in trial,Neuropeptide Y receptors,GPCR;Rhodopsin,not established,"tm30338,obinepitide",P49146
1242,0,Class A (Rhodopsin),small molecule,obinepitide,npy4r_human,PPYR1,-,-,2027,Anti-obesity,Peptide ,,in trial,Neuropeptide Y receptors,GPCR;Rhodopsin,not established,"tm30338,obinepitide",P50391
1243,0,Class A (Rhodopsin),small molecule,oc000459 ,pd2r2_human,PD2R2,-,-,1466,Anti-Allergic,Lipid ,,in trial,Prostanoid receptors,GPCR;Rhodopsin,not established,oc000459,Q9Y5Y4
1244,0,Class A (Rhodopsin),small molecule,oc459,pd2r2_human,GPR44,-,-,MMAmay2016_0684,for allergic rhinitis,Lipid ,,in trial,Prostanoid receptors,GPCR;Rhodopsin,not established,oc459,Q9Y5Y4
1245,1988,Class A (Rhodopsin),peptide,octreotide,ssr1_human,SSTR1,1988,1988,421,Antineoplastic,Peptide ,,approved,Somatostatin receptors,GPCR;Rhodopsin,established,cam-2029,P30872
1246,1988,Class A (Rhodopsin),peptide,octreotide,ssr2_human,SSTR2,1988,1988,421,Antineoplastic,Peptide ,,approved,Somatostatin receptors,GPCR;Rhodopsin,established,cam-2029,P30874
1247,1988,Class A (Rhodopsin),peptide,octreotide,ssr5_human,SSTR5,1988,1988,421,Antineoplastic,Peptide ,,approved,Somatostatin receptors,GPCR;Rhodopsin,established,cam-2029,P35346
1248,1988,Class A (Rhodopsin),peptide,octreotide,ssr1_human,SSTR1,1988,1988,981,Antineoplastic,Peptide ,,approved,Somatostatin receptors,GPCR;Rhodopsin,established,"injectable octreotide acetate,sandostatin lar",P30872
1249,1988,Class A (Rhodopsin),peptide,octreotide,ssr2_human,SSTR2,1988,1988,981,Antineoplastic,Peptide ,,approved,Somatostatin receptors,GPCR;Rhodopsin,established,"injectable octreotide acetate,sandostatin lar",P30874
1250,1988,Class A (Rhodopsin),peptide,octreotide,ssr5_human,SSTR5,1988,1988,981,Antineoplastic,Peptide ,,approved,Somatostatin receptors,GPCR;Rhodopsin,established,"injectable octreotide acetate,sandostatin lar",P35346
1251,1988,Class A (Rhodopsin),peptide,octreotide,ssr1_human,SSTR1,1988,1988,1470,Antineoplastic,Peptide ,,approved,Somatostatin receptors,GPCR;Rhodopsin,established,"octrotide,atrigel",P30872
1252,1988,Class A (Rhodopsin),peptide,octreotide,ssr2_human,SSTR2,1988,1988,1470,Antineoplastic,Peptide ,,approved,Somatostatin receptors,GPCR;Rhodopsin,established,"octrotide,atrigel",P30874
1253,1988,Class A (Rhodopsin),peptide,octreotide,ssr5_human,SSTR5,1988,1988,1470,Antineoplastic,Peptide ,,approved,Somatostatin receptors,GPCR;Rhodopsin,established,"octrotide,atrigel",P35346
1254,1988,Class A (Rhodopsin),peptide,octreotide,ssr1_human,SSTR1,1988,1988,1508,Antihypertensive,Peptide ,,approved,Somatostatin receptors,GPCR;Rhodopsin,established,"oral octreotide actetate ,octreolin",P30872
1255,1988,Class A (Rhodopsin),peptide,octreotide,ssr2_human,SSTR2,1988,1988,1509,Antihypertensive,Peptide ,,approved,Somatostatin receptors,GPCR;Rhodopsin,established,"oral octreotide actetate,octreolin",P30874
1256,1988,Class A (Rhodopsin),peptide,octreotide,ssr5_human,SSTR5,1988,1988,1509,Antihypertensive,Peptide ,,approved,Somatostatin receptors,GPCR;Rhodopsin,established,"oral octreotide actetate,octreolin",P35346
1257,1996,Class A (Rhodopsin),small molecule,olanzapine,ada1a_human,ADRA1A,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,alks 3831,P35348
1258,1996,Class A (Rhodopsin),small molecule,olanzapine,ada1b_human,ADRA1B,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,alks 3831,P35368
1259,1996,Class A (Rhodopsin),small molecule,olanzapine,ada2a_human,ADRA2A,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,alks 3831,P08913
1260,1996,Class A (Rhodopsin),small molecule,olanzapine,ada2b_human,ADRA2B,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,alks 3831,P18089
1261,1996,Class A (Rhodopsin),small molecule,olanzapine,ada2c_human,ADRA2C,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,alks 3831,P18825
1262,1996,Class A (Rhodopsin),small molecule,olanzapine,acm1_human,CHRM1,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,alks 3831,P11229
1263,1996,Class A (Rhodopsin),small molecule,olanzapine,acm2_human,CHRM2,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,alks 3831,P08172
1264,1996,Class A (Rhodopsin),small molecule,olanzapine,acm3_human,CHRM3,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,alks 3831,P20309
1265,1996,Class A (Rhodopsin),small molecule,olanzapine,acm4_human,CHRM4,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,alks 3831,P08173
1266,1996,Class A (Rhodopsin),small molecule,olanzapine,acm5_human,CHRM5,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,alks 3831,P08912
1267,1996,Class A (Rhodopsin),small molecule,olanzapine,drd1_human,DRD1,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,alks 3831,P21728
1268,1996,Class A (Rhodopsin),small molecule,olanzapine,drd2_human,DRD2,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,alks 3831,P14416
1269,1996,Class A (Rhodopsin),small molecule,olanzapine,drd3_human,DRD3,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,alks 3831,P35462
1270,1996,Class A (Rhodopsin),small molecule,olanzapine,drd4_human,DRD4,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,alks 3831,P21917
1271,1996,Class A (Rhodopsin),small molecule,olanzapine,drd5_human,DRD5,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,alks 3831,P21918
1272,1996,Class A (Rhodopsin),small molecule,olanzapine,hrh1_human,HRH1,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,alks 3831,P35367
1273,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1a_human,HTR1A,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,alks 3831,P08908
1274,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1b_human,HTR1B,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,alks 3831,P28222
1275,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1d_human,HTR1D,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,alks 3831,P28221
1276,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1e_human,HTR1E,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,alks 3831,P28566
1277,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht2a_human,HTR2A,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,alks 3831,P28223
1278,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht2c_human,HTR2C,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,alks 3831,P28335
1279,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht6r_human,HTR6,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,alks 3831,P50406
1280,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht7r_human,HTR7,1996,1996,APR13_0013,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,alks 3831,P34969
1281,1996,Class A (Rhodopsin),small molecule,olanzapine,acm2_human,CHRM2,1996,1996,MMAmay2016_0185,Antipsychotic ; antipsychotic-related metabolic weight gain,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P08172
1282,1996,Class A (Rhodopsin),small molecule,olanzapine,acm4_human,CHRM4,1996,1996,MMAmay2016_0186,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P08173
1283,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1a_human,HTR1A,1996,1996,MMAmay2016_0187,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P08908
1284,1996,Class A (Rhodopsin),small molecule,olanzapine,acm5_human,CHRM5,1996,1996,MMAmay2016_0188,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P08912
1285,1996,Class A (Rhodopsin),small molecule,olanzapine,ada2a_human,ADRA2A,1996,1996,MMAmay2016_0189,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P08913
1286,1996,Class A (Rhodopsin),small molecule,olanzapine,acm1_human,CHRM1,1996,1996,MMAmay2016_0190,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P11229
1287,1996,Class A (Rhodopsin),small molecule,olanzapine,drd2_human,DRD2,1996,1996,MMAmay2016_0191,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P14416
1288,1996,Class A (Rhodopsin),small molecule,olanzapine,ada2b_human,ADRA2B,1996,1996,MMAmay2016_0192,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P18089
1289,1996,Class A (Rhodopsin),small molecule,olanzapine,ada2c_human,ADRA2C,1996,1996,MMAmay2016_0193,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P18825
1290,1996,Class A (Rhodopsin),small molecule,olanzapine,acm3_human,CHRM3,1996,1996,MMAmay2016_0194,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P20309
1291,1996,Class A (Rhodopsin),small molecule,olanzapine,drd1_human,DRD1,1996,1996,MMAmay2016_0195,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P21728
1292,1996,Class A (Rhodopsin),small molecule,olanzapine,drd4_human,DRD4,1996,1996,MMAmay2016_0196,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P21917
1293,1996,Class A (Rhodopsin),small molecule,olanzapine,drd5_human,DRD5,1996,1996,MMAmay2016_0197,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P21918
1294,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1d_human,HTR1D,1996,1996,MMAmay2016_0198,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P28221
1295,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1b_human,HTR1B,1996,1996,MMAmay2016_0199,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P28222
1296,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht2a_human,HTR2A,1996,1996,MMAmay2016_0200,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P28223
1297,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht2c_human,HTR2C,1996,1996,MMAmay2016_0201,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P28335
1298,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1e_human,HTR1E,1996,1996,MMAmay2016_0202,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P28566
1299,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht7r_human,HTR7,1996,1996,MMAmay2016_0203,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P34969
1300,1996,Class A (Rhodopsin),small molecule,olanzapine,ada1a_human,ADRA1A,1996,1996,MMAmay2016_0204,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P35348
1301,1996,Class A (Rhodopsin),small molecule,olanzapine,hrh1_human,HRH1,1996,1996,MMAmay2016_0205,schizophrenia,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P35367
1302,1996,Class A (Rhodopsin),small molecule,olanzapine,ada1b_human,ADRA1B,1996,1996,MMAmay2016_0206,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P35368
1303,1996,Class A (Rhodopsin),small molecule,olanzapine,drd3_human,DRD3,1996,1996,MMAmay2016_0207,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P35462
1304,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht6r_human,HTR6,1996,1996,MMAmay2016_0209,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"alks 3831,  olanzapine + alks 33,samidorphan",P50406
1305,1996,Class A (Rhodopsin),small molecule,olanzapine,ada1a_human,ADRA1A,1996,1996,1475,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P35348
1306,1996,Class A (Rhodopsin),small molecule,olanzapine,ada1b_human,ADRA1B,1996,1996,1475,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P35368
1307,1996,Class A (Rhodopsin),small molecule,olanzapine,ada2a_human,ADRA2A,1996,1996,1475,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P08913
1308,1996,Class A (Rhodopsin),small molecule,olanzapine,ada2b_human,ADRA2B,1996,1996,1475,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P18089
1309,1996,Class A (Rhodopsin),small molecule,olanzapine,ada2c_human,ADRA2C,1996,1996,1475,schizophrenia,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P18825
1310,1996,Class A (Rhodopsin),small molecule,olanzapine,acm1_human,CHRM1,1996,1996,1475,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P11229
1311,1996,Class A (Rhodopsin),small molecule,olanzapine,acm2_human,CHRM2,1996,1996,1475,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P08172
1312,1996,Class A (Rhodopsin),small molecule,olanzapine,acm3_human,CHRM3,1996,1996,1475,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P20309
1313,1996,Class A (Rhodopsin),small molecule,olanzapine,acm4_human,CHRM4,1996,1996,1475,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P08173
1314,1996,Class A (Rhodopsin),small molecule,olanzapine,acm5_human,CHRM5,1996,1996,1475,schizophrenia,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P08912
1315,1996,Class A (Rhodopsin),small molecule,olanzapine,drd1_human,DRD1,1996,1996,1475,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P21728
1316,1996,Class A (Rhodopsin),small molecule,olanzapine,drd2_human,DRD2,1996,1996,1475,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P14416
1317,1996,Class A (Rhodopsin),small molecule,olanzapine,drd3_human,DRD3,1996,1996,1475,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P35462
1318,1996,Class A (Rhodopsin),small molecule,olanzapine,drd4_human,DRD4,1996,1996,1475,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P21917
1319,1996,Class A (Rhodopsin),small molecule,olanzapine,drd5_human,DRD5,1996,1996,1475,schizophrenia,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P21918
1320,1996,Class A (Rhodopsin),small molecule,olanzapine,hrh1_human,HRH1,1996,1996,1475,schizophrenia,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P35367
1321,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1a_human,HTR1A,1996,1996,1475,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P08908
1322,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1b_human,HTR1B,1996,1996,1475,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P28222
1323,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1d_human,HTR1D,1996,1996,1475,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P28221
1324,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1e_human,HTR1E,1996,1996,1475,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P28566
1325,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht2a_human,HTR2A,1996,1996,1475,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P28223
1326,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht2c_human,HTR2C,1996,1996,1475,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P28335
1327,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht6r_human,HTR6,1996,1996,1475,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P50406
1328,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht7r_human,HTR7,1996,1996,1475,schizophrenia,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",P34969
1329,1996,Class A (Rhodopsin),small molecule,olanzapine,ada1a_human,ADRA1A,1996,1996,1476,Anti-depressant,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P35348
1330,1996,Class A (Rhodopsin),small molecule,olanzapine,ada1b_human,ADRA1B,1996,1996,1476,Anti-depressant,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P35368
1331,1996,Class A (Rhodopsin),small molecule,olanzapine,ada2a_human,ADRA2A,1996,1996,1476,Anti-depressant,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P08913
1332,1996,Class A (Rhodopsin),small molecule,olanzapine,ada2b_human,ADRA2B,1996,1996,1476,Anti-depressant,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P18089
1333,1996,Class A (Rhodopsin),small molecule,olanzapine,ada2c_human,ADRA2C,1996,1996,1476,Anti-depressant,Aminergic ,,approved,Adrenoceptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P18825
1334,1996,Class A (Rhodopsin),small molecule,olanzapine,acm1_human,CHRM1,1996,1996,1476,Anti-depressant,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P11229
1335,1996,Class A (Rhodopsin),small molecule,olanzapine,acm2_human,CHRM2,1996,1996,1476,Anti-depressant,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P08172
1336,1996,Class A (Rhodopsin),small molecule,olanzapine,acm3_human,CHRM3,1996,1996,1476,Anti-depressant,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P20309
1337,1996,Class A (Rhodopsin),small molecule,olanzapine,acm4_human,CHRM4,1996,1996,1476,Anti-depressant,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P08173
1338,1996,Class A (Rhodopsin),small molecule,olanzapine,acm5_human,CHRM5,1996,1996,1476,Anti-depressant,Aminergic ,,approved,Acetylcholine receptors (muscarinic),GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P08912
1339,1996,Class A (Rhodopsin),small molecule,olanzapine,drd1_human,DRD1,1996,1996,1476,Anti-depressant,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P21728
1340,1996,Class A (Rhodopsin),small molecule,olanzapine,drd2_human,DRD2,1996,1996,1476,Anti-depressant,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P14416
1341,1996,Class A (Rhodopsin),small molecule,olanzapine,drd3_human,DRD3,1996,1996,1476,Anti-depressant,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P35462
1342,1996,Class A (Rhodopsin),small molecule,olanzapine,drd4_human,DRD4,1996,1996,1476,Anti-depressant,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P21917
1343,1996,Class A (Rhodopsin),small molecule,olanzapine,drd5_human,DRD5,1996,1996,1476,Anti-depressant,Aminergic ,,approved,Dopamine receptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P21918
1344,1996,Class A (Rhodopsin),small molecule,olanzapine,hrh1_human,HRH1,1996,1996,1476,Anti-depressant,Aminergic ,,approved,Histamine receptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P35367
1345,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1a_human,HTR1A,1996,1996,1476,Anti-depressant,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P08908
1346,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1b_human,HTR1B,1996,1996,1476,Anti-depressant,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P28222
1347,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1d_human,HTR1D,1996,1996,1476,Anti-depressant,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P28221
1348,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht1e_human,HTR1E,1996,1996,1476,Anti-depressant,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P28566
1349,1996,Class A (Rhodopsin),small molecule,olanzapine,5ht2a_human,HTR2A,1996,1996,1476,Anti-depressant,Aminergic ,,approved,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",P28223
