,helm_notation,molecule_chembl_id
14462,PEPTIDE1{[X739].[dR].[dP].[dY].[dalloI].[X738]}$$$$,CHEMBL2079678
14463,PEPTIDE1{[X2739].[X96].[X96].[X96].[X96].[X96].[X96].[X96].[X96].[X96].[X96].[X96]}$$$$,CHEMBL2079748
14464,PEPTIDE1{[ac].D.S.G.L.C.M.P.R.L.R.G.C.D.P.R.[am]}$$$$,CHEMBL2086546
14465,PEPTIDE1{[ac].D.S.G.L.S.M.P.R.L.R.G.S.D.P.R.[am]}$$$$,CHEMBL2086395
14466,"PEPTIDE1{[ac].A.S.G.L.C.M.P.R.L.R.G.C.D.P.R.[am]}$PEPTIDE1,PEPTIDE1,13:R3-6:R3$$$",CHEMBL2086547
14467,"PEPTIDE1{[ac].D.A.G.L.C.M.P.R.L.R.G.C.D.P.R.[am]}$PEPTIDE1,PEPTIDE1,13:R3-6:R3$$$",CHEMBL2086548
14468,"PEPTIDE1{[ac].D.S.A.L.C.M.P.R.L.R.G.C.D.P.R.[am]}$PEPTIDE1,PEPTIDE1,13:R3-6:R3$$$",CHEMBL2086549
14469,"PEPTIDE1{[ac].D.S.G.A.C.M.P.R.L.R.G.C.D.P.R.[am]}$PEPTIDE1,PEPTIDE1,13:R3-6:R3$$$",CHEMBL2086550
14470,PEPTIDE1{[ac].D.S.G.L.A.M.P.R.L.R.G.C.D.P.R.[am]}$$$$,CHEMBL2086551
14471,"PEPTIDE1{[ac].D.S.G.L.C.A.P.R.L.R.G.C.D.P.R.[am]}$PEPTIDE1,PEPTIDE1,13:R3-6:R3$$$",CHEMBL2086552
14472,"PEPTIDE1{[ac].D.S.G.L.C.M.A.R.L.R.G.C.D.P.R.[am]}$PEPTIDE1,PEPTIDE1,13:R3-6:R3$$$",CHEMBL2086553
14473,"PEPTIDE1{[ac].D.S.G.L.C.M.P.A.L.R.G.C.D.P.R.[am]}$PEPTIDE1,PEPTIDE1,13:R3-6:R3$$$",CHEMBL2086554
14474,"PEPTIDE1{[ac].D.S.G.L.C.M.P.R.A.R.G.C.D.P.R.[am]}$PEPTIDE1,PEPTIDE1,13:R3-6:R3$$$",CHEMBL2086555
14475,"PEPTIDE1{[ac].D.S.G.L.C.M.P.R.L.A.G.C.D.P.R.[am]}$PEPTIDE1,PEPTIDE1,13:R3-6:R3$$$",CHEMBL2086556
14476,"PEPTIDE1{[ac].D.S.G.L.C.M.P.R.L.R.A.C.D.P.R.[am]}$PEPTIDE1,PEPTIDE1,13:R3-6:R3$$$",CHEMBL2086557
14477,PEPTIDE1{[ac].D.S.G.L.C.M.P.R.L.R.G.A.D.P.R.[am]}$$$$,CHEMBL2086558
14478,"PEPTIDE1{[ac].D.S.G.L.C.M.P.R.L.R.G.C.A.P.R.[am]}$PEPTIDE1,PEPTIDE1,13:R3-6:R3$$$",CHEMBL2086559
14479,"PEPTIDE1{[ac].D.S.G.L.C.M.P.R.L.R.G.C.D.A.R.[am]}$PEPTIDE1,PEPTIDE1,13:R3-6:R3$$$",CHEMBL2086560
14480,"PEPTIDE1{[ac].D.S.G.L.C.M.P.R.L.R.G.C.D.P.A.[am]}$PEPTIDE1,PEPTIDE1,13:R3-6:R3$$$",CHEMBL2086561
14481,"PEPTIDE1{[ac].C.M.P.R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086562
14482,"PEPTIDE1{[ac].C.M.P.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL2086564
14483,"PEPTIDE1{[ac].[dC].M.P.R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086565
14484,"PEPTIDE1{[ac].[dC].M.P.[X187].L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086566
14485,"PEPTIDE1{[ac].[dC].M.P.[X425].L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086567
14486,"PEPTIDE1{[ac].[dC].M.P.R.L.[Cit].G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086568
14487,"PEPTIDE1{[ac].[dC].M.P.R.L.[X67].G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086569
14488,"PEPTIDE1{[ac].[dC].M.P.R.L.[X37].G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086570
14489,"PEPTIDE1{[ac].[dC].M.P.R.L.R.[Sar].C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086571
14490,"PEPTIDE1{[ac].[dC].M.P.R.L.R.[dA].C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086572
14491,"PEPTIDE1{[ac].[dC].M.[X670].R.L.R.[Sar].C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086573
14492,"PEPTIDE1{[ac].[dPen].M.[X670].R.L.R.[Sar].C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086574
14493,"PEPTIDE1{[ac].[Pen].M.[X670].R.L.R.[Sar].C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086575
14494,"PEPTIDE1{[ac].D.S.G.L.C.M.P.R.L.R.G.C.D.P.R.[am]}$PEPTIDE1,PEPTIDE1,13:R3-6:R3$$$",CHEMBL2086933
14495,"PEPTIDE1{[ac].C.[dM].P.R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086934
14496,"PEPTIDE1{[ac].C.M.[dP].R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086935
14497,"PEPTIDE1{[ac].C.M.P.[dR].L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086936
14498,"PEPTIDE1{[ac].C.M.P.R.[dL].R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086937
14499,"PEPTIDE1{[ac].C.M.P.R.L.[dR].G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086938
14500,"PEPTIDE1{[ac].C.M.P.R.L.R.G.[dC].[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086939
14501,"PEPTIDE1{[ac].C.G.R.L.R.P.M.[dC].[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086940
14502,"PEPTIDE1{[ac].C.[dM].[dP].[dR].[dL].[dR].G.[dC].[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086941
14503,"PEPTIDE1{[ac].[dC].G.[dR].[dL].[dR].[dP].[dM].C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086942
14504,"PEPTIDE1{C.G.R.L.R.P.[dC].[X1995]}$PEPTIDE1,PEPTIDE1,7:R3-1:R3$$$",CHEMBL2086399
14505,"PEPTIDE1{C.G.R.L.R.[dC].P.[X1995]}$PEPTIDE1,PEPTIDE1,6:R3-1:R3$$$",CHEMBL2086943
14506,"PEPTIDE1{[ac].[dDpr].M}|PEPTIDE2{P.R.L.R.G.D.[am]}$PEPTIDE1,PEPTIDE2,3:R2-1:R1|PEPTIDE2,PEPTIDE1,6:R3-2:R3$$$",CHEMBL2086945
14507,"PEPTIDE1{[ac].[Pen].M.P.R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086955
14508,"PEPTIDE1{[ac].[dPen].M.P.R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2086956
14509,"PEPTIDE1{[ac].C.M.P.R.L.R.G.[dPen].[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087383
14510,"PEPTIDE1{[ac].[dC].M.P.R.L.R.G.[Pen].[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087384
14511,"PEPTIDE1{[ac].[Pen].M.P.R.L.R.G.[dPen].[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087385
14512,"PEPTIDE1{[ac].[dPen].M.P.R.L.R.G.[Pen].[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087386
14513,"PEPTIDE1{[ac].[Pen].M.P.R.L.R.G.[Pen].[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087387
14514,"PEPTIDE1{[ac].[dPen].M.P.R.L.R.G.[dPen].[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087388
14515,"PEPTIDE1{[ac].[dC].[X407].P.R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087389
14516,"PEPTIDE1{[ac].[dC].[X157].P.R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087390
14517,"PEPTIDE1{[ac].[dC].[X670].P.R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087391
14518,"PEPTIDE1{[ac].[dC].[Thi].P.R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087392
14519,"PEPTIDE1{[ac].[dC].M.[Sar].R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087394
14520,"PEPTIDE1{[ac].[dC].M.[Hpr].R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087395
14521,"PEPTIDE1{[ac].[dC].M.[X396].R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087396
14522,"PEPTIDE1{[ac].[dC].M.[X670].R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087397
14523,"PEPTIDE1{[ac].[dPen].M.[X670].R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087399
14524,"PEPTIDE1{[ac].[Pen].M.[X670].R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087400
14525,"PEPTIDE1{[ac].[dPen].M.[Hpr].R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087401
14526,"PEPTIDE1{[ac].[Pen].M.[Hpr].R.L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087402
14527,"PEPTIDE1{[ac].[dC].M.P.[Orn].L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087403
14528,"PEPTIDE1{[ac].[dC].M.P.R.L.[Orn].G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087404
14529,"PEPTIDE1{[ac].[dC].M.P.[Orn].L.[Orn].G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087405
14530,"PEPTIDE1{[ac].[dC].M.P.[Cit].L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087406
14531,"PEPTIDE1{[ac].[dC].M.P.[X67].L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087407
14532,"PEPTIDE1{[ac].[dC].M.P.[X37].L.R.G.C.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2087408
14533,PEPTIDE1{R.Q.A.[X1295]}$$$$,CHEMBL2086421
14534,PEPTIDE1{R.Q.A.[X1298]}$$$$,CHEMBL2089122
14535,PEPTIDE1{Q.A.[X1295]}$$$$,CHEMBL2089123
14536,PEPTIDE1{R.Q.A.[X929]}$$$$,CHEMBL2089154
14537,PEPTIDE1{W.L.F.[am]}$$$$,CHEMBL2089158
14538,PEPTIDE1{W.L.Y.[am]}$$$$,CHEMBL2089159
14539,PEPTIDE1{W.L.R.[am]}$$$$,CHEMBL2089160
14540,PEPTIDE1{W.L.H.[am]}$$$$,CHEMBL2089161
14541,PEPTIDE1{F.L.F.[am]}$$$$,CHEMBL2089162
14542,PEPTIDE1{F.L.Y.[am]}$$$$,CHEMBL2089163
14543,PEPTIDE1{F.L.R.[am]}$$$$,CHEMBL2089164
14544,PEPTIDE1{F.L.H.[am]}$$$$,CHEMBL2089165
14545,PEPTIDE1{[ac].P.[X1521].L.P.F.[am]}$$$$,CHEMBL2089385
14546,"PEPTIDE1{P.F.[dW].F.[lalloT].F}$PEPTIDE1,PEPTIDE1,6:R2-1:R1$$$",CHEMBL2092730
14547,PEPTIDE1{[X2123].[X2579].N.[am]}$$$$,CHEMBL2092744
14548,"PEPTIDE1{P.[dF].[dW].F.[lalloT].F}$PEPTIDE1,PEPTIDE1,6:R2-1:R1$$$",CHEMBL2092883
14549,PEPTIDE1{[X2123].[X2274].N.[am]}$$$$,CHEMBL2092983
14550,PEPTIDE1{G.G.C.C.S.H.[dP].A.C.A.A.N.N.Q.D.[X96].C.[am]}$$$$,CHEMBL2092998
14551,"PEPTIDE1{[Pen].[dY].[lalloI].[dQ].N.C.[dP].L.G.[am]}$PEPTIDE1,PEPTIDE1,6:R3-1:R3$$$",CHEMBL2093105
14552,,CHEMBL2095222
14553,"PEPTIDE1{[X2091].L.[dE].I.K.[dOrn]}|PEPTIDE2{I.[dF].H.[dD].N}$PEPTIDE1,PEPTIDE2,6:R2-1:R1|PEPTIDE1,PEPTIDE2,5:R3-5:R2$$$",CHEMBL2096639
14554,PEPTIDE1{Y.[dR].D.A.I.F.T.N.S.Y.R.K.V.L.G.Q.L.S.A.R.K.L.L.Q.D.I.M.S.R}$$$$,CHEMBL2096689
14555,PEPTIDE1{[ac].Y.[dF].D.A.I.F.T.N.S.Y.R.K.V.L.G.Q.L.S.A.R.K.L.L.Q.D.I.M.S.R.[am]}$$$$,CHEMBL2096690
14556,PEPTIDE1{[ac].H.[dA].D.A.I.F.T.N.S.Y.R.K.V.L.G.Q.L.S.A.R.K.L.L.Q.D.I.M.S.R}$$$$,CHEMBL2096691
14557,PEPTIDE1{[ac].H.[dF].R.[Tic].[am]}$$$$,CHEMBL2096693
14558,"PEPTIDE1{Y.C.R.F.F.N.A.F.C.Y.[am]}$PEPTIDE1,PEPTIDE1,9:R3-2:R3$$$",CHEMBL2096710
14559,"PEPTIDE1{W.K.[am]}|PEPTIDE2{[ac].[dNle].[dD].H.[dNal].R}$PEPTIDE2,PEPTIDE1,6:R2-1:R1|PEPTIDE2,PEPTIDE1,3:R3-2:R3$$$",CHEMBL2096742
14560,PEPTIDE1{[ac].H.[dF].R.[dTic].[am]}$$$$,CHEMBL2096745
14561,PEPTIDE1{Y.V.[Nle].G.H.[dF].R.[dW].D.R.F.[X667]}$$$$,CHEMBL2096759
14562,PEPTIDE1{[Me_dF].P.[X2206]}$$$$,CHEMBL2096761
14563,PEPTIDE1{[Me_dF].P.[X2595]}$$$$,CHEMBL2096762
14564,PEPTIDE1{N.K.F.G.L.A.L.I.S}$$$$,CHEMBL2096765
14565,PEPTIDE1{[Boc_L].[Aib].V.G.[Aib].V.V.I.[Aib].[Thr(Bzl)].V.[Aib].V.I.[Aib_OMe]}$$$$,CHEMBL2096796
14566,PEPTIDE1{[Boc_G].L.[Aib].V.G.[Aib].V.V.I.[Aib].[Thr(Bzl)].V.[Aib].V.I.[Aib_OMe]}$$$$,CHEMBL2096797
14567,PEPTIDE1{[Boc_G].[Aib].[dV].V.[dI].[Aib].[dThr(Bzl)].[dV].[Aib].[dV].[dI].[Aib_OMe]}$$$$,CHEMBL2096799
14568,PEPTIDE1{[Boc_dV].G.[Aib].[dV].[dV].[dI].[Aib].[dThr(Bzl)].[dV].[Aib].[dV].[dI].[Aib_OMe]}$$$$,CHEMBL2096800
14569,PEPTIDE1{[Boc_Aib].[dV].G.[Aib].[dV].[dV].[dI].[Aib].[dThr(Bzl)].[dV].[Aib].[dV].[dI].[Aib_OMe]}$$$$,CHEMBL2096801
14570,PEPTIDE1{[Boc_Aib].[dV].[dV].[dI].[Aib].[dThr(Bzl)].[dV].[Aib].[dV].[dI].[Aib_OMe]}$$$$,CHEMBL2096802
14571,PEPTIDE1{[ac].Y.[dA].D.A.I.F.T.N.S.Y.R.K.V.L.G.Q.L.S.A.R.K.L.L.Q.D.I.M.S.R.[am]}$$$$,CHEMBL2096901
14572,PEPTIDE1{[ac].Y.[dR].D.A.I.F.T.N.S.Y.R.K.V.L.G.Q.L.S.A.R.K.L.L.Q.D.I.M.S.R}$$$$,CHEMBL2096902
14573,PEPTIDE1{[ac].[dNal].[dPhe(4-Cl)].[d3-Pal].S.Y.[dCit].L.R.P.[dA].[am]}$$$$,CHEMBL2103735
14574,"PEPTIDE1{K.C.N.T.A.T.C.A.T.Q.R.L.A.N.F.L.V.H.S.S.N.N.F.G.P.I.L.P.P.T.N.V.G.S.N.T.Y.[am]}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL2103758
14575,PEPTIDE1{S.Y.S.M.E.H.F.R.W.G.K.P.V.G.K.K.R.R.P.V.K.V.Y.P}$$$$,CHEMBL2103784
14576,,CHEMBL2103793
14577,,CHEMBL2103797
14578,PEPTIDE1{G.G.V.L.V.Q.P.G}$$$$,CHEMBL2103815
14579,PEPTIDE1{N.A.P.V.S.I.P.Q}$$$$,CHEMBL2103826
14580,"PEPTIDE1{N.D.E.C.E.L.C.V.N.V.A.C.T.G.C.L}$PEPTIDE1,PEPTIDE1,12:R3-4:R3|PEPTIDE1,PEPTIDE1,15:R3-7:R3$$$",CHEMBL2103867
14581,"PEPTIDE1{[meA].Y.[dW].K.V.F}$PEPTIDE1,PEPTIDE1,6:R2-1:R1$$$",CHEMBL2103887
14582,PEPTIDE1{K.L.L.L.L.K.L.L.L.L.K.L.L.L.L.K.L.L.L.L.K}$$$$,CHEMBL2103901
14583,PEPTIDE1{S.Y.S.M.E.H.F.R.W.G.K.P.V.G.K.K.R.R.P.V.K.V.Y.P.D.A.G.E}$$$$,CHEMBL2103904
14584,"PEPTIDE1{T.A.P.R.S.L.R.R.S.S.C.F.G.G.R.M.D.R.I.G.A.Q.S.G.L.G.C.N.S.F.R.Y}$PEPTIDE1,PEPTIDE1,27:R3-11:R3$$$",CHEMBL2103920
14585,PEPTIDE1{S.Y.S.M.E.H.F.R.W.G.K.P.V.G.K.K.R.R.P.V.K.V.Y.[am]}$$$$,CHEMBL2103923
14586,PEPTIDE1{[dS].Y.S.[dNle].E.[dH].[dF].R.W.G.[dK].P.V.G.K.[dK].R.[dR].P.V.[dK].V.[dY].P.V.[am]}$$$$,CHEMBL2103941
14587,PEPTIDE1{[ac].[dNal].[Phe(4-Cl)].[d3-Pal].S.[dY].[X1207].L.[X4].P.[dA].[am]}$$$$,CHEMBL2103945
14588,,CHEMBL2103953
14589,PEPTIDE1{A.V.S.E.H.Q.L.L.H.D.K.G.K.S.I.Q.D.L.R.R.R.E.L.L.E.K.L.L.E.K.L.H.T.A.[am]}$$$$,CHEMBL2103974
14590,"PEPTIDE1{[dF].C.[dY].W.K.V.C.W.[am]}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL2103975
14591,PEPTIDE1{[ac].S.D.A.A.V.D.T.S.S.E.I.T.T.K.D.L.K.E.K.K.E.V.V.E.E.A.E.N}$$$$,CHEMBL2103979
14592,,CHEMBL2103984
14593,PEPTIDE1{[dS].Y.S.[dM].E.[dH].[dF].R.W.G.[dK].P.V.G.K.[dK].K.[dK].[am]}$$$$,CHEMBL2104378
14594,"PEPTIDE1{C.Y.I.[dN].[dN].C.[dP].L.G.[am]}$PEPTIDE1,PEPTIDE1,6:R3-1:R3$$$",CHEMBL2104384
14595,"PEPTIDE1{S.L.R.R.S.S.C.F.G.G.R.M.D.R.I.G.A.Q.S.G.L.G.C.N.S.F.R.Y}$PEPTIDE1,PEPTIDE1,23:R3-7:R3$$$",CHEMBL2104386
14596,,CHEMBL2104391
14597,"PEPTIDE1{S.N.L.S}|PEPTIDE2{T.[Asu].V.L.G.K.L.S.Q.E.L.H.K.L.Q.T.Y.P.R.T.D.V.G.A.G.T.P.[am]}$PEPTIDE2,PEPTIDE1,2:R3-1:R1|PEPTIDE1,PEPTIDE2,4:R2-1:R1$$$",CHEMBL2104402
14598,PEPTIDE1{W.A.G.G.D.A.S.G.E}$$$$,CHEMBL2104403
14599,PEPTIDE1{R.K.D.V}$$$$,CHEMBL2104516
14600,PEPTIDE1{[X736].H.P.[am]}$$$$,CHEMBL2104559
14601,PEPTIDE1{[X3].[X2580].[X1585]}$$$$,CHEMBL2104687
14602,PEPTIDE1{H.G.D.G.S.F.S.D.E.M.N.T.I.L.D.N.L.A.A.R.D.F.I.N.W.L.I.Q.T.K.I.T.D}$$$$,CHEMBL2104987
14603,PEPTIDE1{[X22].L.P.[am]}$$$$,CHEMBL2105243
14604,PEPTIDE1{[X2542].H.P.[am]}$$$$,CHEMBL2105278
14605,PEPTIDE1{R.K.D}$$$$,CHEMBL2105488
14606,PEPTIDE1{[ac].[dF].[dF].[H_OMe]}$$$$,CHEMBL2105562
14607,"PEPTIDE1{K.C.N.[lalloT].A.[lalloT].C.V.L.G.R.L.S.Q.E.L.H.R.L.[dQ].[lalloT].Y.P.R.[lalloT].N.T.G.S.N.T.Y.[am]}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL2105635
14608,"PEPTIDE1{K.C.N.[lalloT].A.[lalloT].C.V.L.G.R.L.S.Q.E.L.H.R.L.[dQ].[lalloT].Y.P.R.[lalloT].N.T.G.S.N.T.Y.[am]}$PEPTIDE1,PEPTIDE1,7:R3-2:R3$$$",CHEMBL2105636
14609,PEPTIDE1{D.E.N.P.V.V.H.F.F.K.N.[dalloI].V.T.P.R.T}$$$$,CHEMBL2105639
14610,PEPTIDE1{D.E.N.P.V.V.H.F.F.K.N.[dalloI].V.T.P.R.T}$$$$,CHEMBL2105640
14611,PEPTIDE1{G.G.V.L.V.Q.P.G}$$$$,CHEMBL2105646
14612,PEPTIDE1{[dA].[dNal].A.W.[dF].K.[am]}$$$$,CHEMBL2105772
14613,PEPTIDE1{[ac].[dNal].[dPhe(4-Cl)].[d3-Pal].S.[X569].[X570].L.[X4].P.[dA].[am]}$$$$,CHEMBL2105773
14614,,CHEMBL2105789
14615,"PEPTIDE1{R.G.G.L.C.Y.C.R.G.R.F.C.V.C.V.G.R.[am]}$PEPTIDE1,PEPTIDE1,12:R3-7:R3|PEPTIDE1,PEPTIDE1,14:R3-5:R3$$$",CHEMBL2105862
14616,,CHEMBL2105864
14617,PEPTIDE1{A.[X1521].[X1520]}$$$$,CHEMBL2105946
14618,PEPTIDE1{L.E.D.G.P.K.F.L}$$$$,CHEMBL2106038
14619,PEPTIDE1{Y.[dA].F.[dA].Y.[am]}$$$$,CHEMBL2106384
14620,PEPTIDE1{[ac].[dNal].[Phe(4-Cl)].W.S.Y.[X17].L.R.P.[dA].[am]}$$$$,CHEMBL2106408
14621,,CHEMBL2106413
14622,PEPTIDE1{[Glp].A.K.S.Q.G.G.S.N}$$$$,CHEMBL2106455
14623,PEPTIDE1{[X272].H.P.[am]}$$$$,CHEMBL2107016
14624,PEPTIDE1{P.[Me_dL].G.[am]}$$$$,CHEMBL2107041
14625,PEPTIDE1{S.E.E.P.P.I.S.L.D.L.T.F.H.L.L.R.E.V.L.E.M.A.R.A.E.Q.L.A.Q.Q.A.H.S.N.R.K.L.M.E.I.I.[am]}$$$$,CHEMBL2107324
14626,PEPTIDE1{A.G.Y.K.P.D.E.G.K.R.G.D.A.C.E.G.D.S.G.G.P.F.V.[am]}$$$$,CHEMBL2107369
14627,"PEPTIDE1{[X1670].[Nva].[Sar].[meL].V.[meL].A.[dA].[meL].[meL].[meV]}$PEPTIDE1,PEPTIDE1,11:R2-1:R1$$$",CHEMBL2107422
14628,PEPTIDE1{G.Y.Y.W.[Abu].W.I.R.Q.P.P.G.K.G.E.E.W.I.G}$$$$,CHEMBL2107743
14629,PEPTIDE1{G.[X925].[X924]}$$$$,CHEMBL2107753
14630,PEPTIDE1{[X3].[Hyp].R.G.W.[am]}$$$$,CHEMBL2107761
14631,,CHEMBL2107844
14632,,CHEMBL2107853
14633,,CHEMBL2107861
14634,,CHEMBL2107869
14635,,CHEMBL2107871
14636,,CHEMBL2107874
14637,,CHEMBL2107877
14638,,CHEMBL2107880
14639,,CHEMBL2107884
14640,,CHEMBL2107888
14641,,CHEMBL2107890
14642,,CHEMBL2107891
14643,,CHEMBL2107911
14644,,CHEMBL2107913
14645,,CHEMBL2107917
14646,,CHEMBL2107956
14647,,CHEMBL2107979
14648,,CHEMBL2107983
14649,,CHEMBL2108018
14650,,CHEMBL2108021
14651,,CHEMBL2108024
14652,,CHEMBL2108025
14653,,CHEMBL2108027
14654,,CHEMBL2108029
14655,,CHEMBL2108030
14656,,CHEMBL2108034
14657,,CHEMBL2108038
14658,,CHEMBL2108040
14659,,CHEMBL2108041
14660,,CHEMBL2108042
14661,,CHEMBL2108043
14662,,CHEMBL2108045
14663,,CHEMBL2108051
14664,,CHEMBL2108054
14665,,CHEMBL2108055
14666,,CHEMBL2108056
14667,,CHEMBL2108057
14668,,CHEMBL2108058
14669,,CHEMBL2108059
14670,,CHEMBL2108061
14671,,CHEMBL2108063
14672,,CHEMBL2108064
14673,,CHEMBL2108072
14674,,CHEMBL2108078
14675,,CHEMBL2108084
14676,,CHEMBL2108119
14677,,CHEMBL2108120
14678,,CHEMBL2108144
14679,,CHEMBL2108151
14680,,CHEMBL2108162
14681,,CHEMBL2108167
14682,,CHEMBL2108170
14683,,CHEMBL2108171
14684,,CHEMBL2108180
14685,,CHEMBL2108182
14686,,CHEMBL2108185
14687,,CHEMBL2108187
14688,,CHEMBL2108192
14689,,CHEMBL2108208
14690,,CHEMBL2108214
14691,,CHEMBL2108228
14692,,CHEMBL2108230
14693,,CHEMBL2108248
14694,,CHEMBL2108252
14695,,CHEMBL2108258
14696,,CHEMBL2108266
14697,,CHEMBL2108269
14698,,CHEMBL2108278
14699,,CHEMBL2108282
14700,,CHEMBL2108284
14701,,CHEMBL2108286
14702,,CHEMBL2108291
14703,,CHEMBL2108292
14704,,CHEMBL2108294
14705,,CHEMBL2108295
14706,,CHEMBL2108296
14707,,CHEMBL2108297
14708,,CHEMBL2108298
14709,,CHEMBL2108302
14710,,CHEMBL2108303
14711,,CHEMBL2108305
14712,,CHEMBL2108307
14713,,CHEMBL2108308
14714,,CHEMBL2108311
14715,,CHEMBL2108312
14716,,CHEMBL2108313
14717,,CHEMBL2108314
14718,,CHEMBL2108315
14719,,CHEMBL2108318
14720,,CHEMBL2108319
14721,,CHEMBL2108322
14722,,CHEMBL2108328
14723,,CHEMBL2108329
14724,,CHEMBL2108331
14725,,CHEMBL2108336
14726,,CHEMBL2108337
14727,,CHEMBL2108338
14728,,CHEMBL2108339
14729,,CHEMBL2108340
14730,,CHEMBL2108341
14731,,CHEMBL2108343
14732,,CHEMBL2108344
14733,,CHEMBL2108346
14734,,CHEMBL2108348
14735,,CHEMBL2108349
14736,,CHEMBL2108350
14737,,CHEMBL2108351
14738,,CHEMBL2108353
14739,,CHEMBL2108354
14740,,CHEMBL2108356
14741,,CHEMBL2108358
14742,,CHEMBL2108359
14743,,CHEMBL2108360
